age,bin,attri_mort,attri_mort_lower,attri_mort_upper
80,83.5,0.030450213,0.025601564,0.035002792
85,83.5,0.077780874,0.065395661,0.089409819
25,84,0.000500456,0.000425937,0.000568753
30,84,0.00063686,0.000541898,0.000723929
35,84,0.000830779,0.000706827,0.000944475
40,84,0.001141174,0.000970859,0.001297517
45,84,0.001669291,0.001419431,0.001898992
50,84,0.002574855,0.002187829,0.002931307
55,84,0.003546497,0.003010198,0.004041392
60,84,0.005812549,0.004927242,0.006631246
65,84,0.008824401,0.007468817,0.010081031
70,84,0.013091715,0.01106348,0.014977459
75,84,0.018998659,0.016024883,0.021773327
80,84,0.029733061,0.025001084,0.034175119
85,84,0.074894313,0.062974984,0.086083369
25,84.5,0.000525302,0.000447144,0.000596912
30,84.5,0.000667461,0.000568012,0.000758615
35,84.5,0.000875039,0.000744582,0.000994664
40,84.5,0.001196837,0.001018349,0.001360632
45,84.5,0.001729067,0.001470452,0.001966745
50,84.5,0.002644723,0.002247482,0.003010474
55,84.5,0.003661475,0.003108178,0.004171908
60,84.5,0.005909859,0.005010346,0.00674146
65,84.5,0.008918875,0.007549681,0.010187774
70,84.5,0.013282596,0.011226081,0.015194123
75,84.5,0.019208537,0.016203702,0.022011474
80,84.5,0.02999781,0.025226268,0.034475984
85,84.5,0.075594946,0.063570593,0.086880006
25,85,0.000528702,0.000450096,0.000600699
30,85,0.000684911,0.000582938,0.000778351
35,85,0.000898839,0.000764933,0.00102159
40,85,0.001229735,0.001046475,0.001397858
45,85,0.001772969,0.001507977,0.002016435
50,85,0.002709909,0.002303162,0.003084306
55,85,0.003728034,0.003165065,0.004247246
60,85,0.00599915,0.005086646,0.006842529
65,85,0.009037566,0.007651035,0.010322195
70,85,0.013468538,0.011384503,0.015405153
75,85,0.019461331,0.016418701,0.022298838
80,85,0.030576684,0.025715622,0.03513789
85,85,0.077145382,0.064880851,0.088653372
25,85.5,0.000531659,0.000452672,0.000603984
30,85.5,0.000671518,0.00057161,0.000763038
35,85.5,0.000875737,0.000745366,0.000995212
40,85.5,0.001193245,0.001015549,0.001356216
45,85.5,0.001742907,0.00148259,0.001982011
50,85.5,0.002671785,0.002271033,0.003040562
55,85.5,0.00359831,0.003055288,0.004098989
60,85.5,0.005985866,0.005075966,0.006826619
65,85.5,0.009058487,0.007669598,0.010344973
70,85.5,0.013409242,0.011335597,0.015335728
75,85.5,0.019454526,0.016414654,0.022288808
80,85.5,0.030543332,0.02569,0.035096317
85,85.5,0.077065577,0.064819867,0.088553461
25,86,0.000567991,0.000483669,0.000645179
30,86,0.00073387,0.000624767,0.000833782
35,86,0.000962429,0.000819259,0.001093594
40,86,0.001305411,0.001111156,0.001483517
45,86,0.001874459,0.001594696,0.002131346
50,86,0.002806411,0.002385765,0.003193381
55,86,0.00385681,0.003275181,0.004392934
60,86,0.006154957,0.005219985,0.007018638
65,86,0.009320111,0.007892045,0.010642529
70,86,0.013837008,0.01169855,0.015823201
75,86,0.019989753,0.016868093,0.022899572
80,86,0.030839352,0.025941602,0.035432966
85,86,0.075914251,0.063857929,0.087221913
25,86.5,0.000552614,0.000470635,0.000627633
30,86.5,0.000714342,0.000608221,0.000811495
35,86.5,0.000938302,0.000798823,0.001066047
40,86.5,0.001281413,0.001090866,0.001456066
45,86.5,0.001842814,0.001567971,0.002095111
50,86.5,0.002782871,0.002366044,0.003166218
55,86.5,0.003822365,0.003246321,0.004353192
60,86.5,0.006102826,0.005176384,0.006958393
65,86.5,0.009233017,0.00781919,0.010541903
70,86.5,0.013722333,0.011602887,0.015690369
75,86.5,0.019846235,0.01674876,0.02273282
80,86.5,0.030988573,0.026069689,0.035601013
85,86.5,0.077427994,0.065137664,0.088952652
25,87,0.000552985,0.00047101,0.000627979
30,87,0.000710526,0.000605047,0.000807062
35,87,0.000926022,0.000788467,0.001051969
40,87,0.001262275,0.001074708,0.001434149
45,87,0.001826691,0.001554442,0.002076536
50,87,0.002723321,0.00231569,0.003098107
55,87,0.003728697,0.003167139,0.004246034
60,87,0.0059637,0.005058955,0.006799014
65,87,0.00915103,0.007750622,0.010447167
70,87,0.013513934,0.0114279,0.015450465
75,87,0.019711053,0.016636386,0.022575709
80,87,0.030493915,0.025655979,0.035029458
85,87,0.074843308,0.062969224,0.085975214
25,87.5,0.000574737,0.000489599,0.000652603
30,87.5,0.000767783,0.000653886,0.000871995
35,87.5,0.001008337,0.00085866,0.001145342
40,87.5,0.001368216,0.001165048,0.00155433
45,87.5,0.001960084,0.001668155,0.002227915
50,87.5,0.00289953,0.002465813,0.003298191
55,87.5,0.00401045,0.00340685,0.004566371
60,87.5,0.006258347,0.005309499,0.00713415
65,87.5,0.009508417,0.008054196,0.01085402
70,87.5,0.014121088,0.011942596,0.016142969
75,87.5,0.020435289,0.017249401,0.023402888
80,87.5,0.031393513,0.026415316,0.036059584
85,87.5,0.076355214,0.064247243,0.087704037
25,88,0.000573591,0.000488685,0.000651221
30,88,0.00076621,0.00065263,0.000870101
35,88,0.001006649,0.000857332,0.001143284
40,88,0.001374307,0.001170383,0.001561059
45,88,0.001966556,0.001673873,0.002235001
50,88,0.002928733,0.002490954,0.003331012
55,88,0.004056984,0.003446799,0.004618813
60,88,0.006290634,0.005337521,0.007170135
65,88,0.00954739,0.008088137,0.010897294
70,88,0.014219009,0.012026745,0.016253152
75,88,0.020529117,0.017330446,0.023507902
80,88,0.031841377,0.026794807,0.03657051
85,88,0.077923804,0.065573574,0.089497187
25,88.5,0.000572622,0.000487917,0.000650046
30,88.5,0.000749009,0.000638053,0.000850472
35,88.5,0.000979296,0.000834133,0.001112095
40,88.5,0.00133338,0.00113566,0.001514403
45,88.5,0.001924304,0.001638095,0.002186742
50,88.5,0.002849826,0.002424113,0.003240917
55,88.5,0.003894783,0.003309353,0.004433683
60,88.5,0.006153907,0.005222068,0.007013565
65,88.5,0.00942243,0.007983109,0.010753571
70,88.5,0.013923957,0.011778378,0.015914331
75,88.5,0.020254186,0.017100012,0.023190891
80,88.5,0.031340086,0.02637531,0.035991612
85,88.5,0.07657254,0.064442205,0.08793752
25,89,0.000598122,0.00050971,0.00067891
30,89,0.000794364,0.000676775,0.00090186
35,89,0.001044768,0.000890013,0.001186299
40,89,0.001414015,0.001204489,0.001605789
45,89,0.002012174,0.001713109,0.00228632
50,89,0.002959442,0.002517663,0.003365176
55,89,0.004074788,0.003462719,0.004638052
60,89,0.006348115,0.005387505,0.007234073
65,89,0.00963704,0.008165873,0.010997273
70,89,0.014305093,0.01210212,0.016348184
75,89,0.020681973,0.017463039,0.023678252
80,89,0.031760706,0.026731938,0.036471159
85,89,0.077184714,0.064963829,0.088632029
25,89.5,0.000616349,0.000525307,0.000699517
30,89.5,0.000805762,0.000686568,0.000914693
35,89.5,0.001056422,0.000900049,0.001199393
40,89.5,0.001423647,0.001212839,0.001616541
45,89.5,0.002023137,0.001722644,0.002298515
50,89.5,0.0029627,0.002520726,0.003368505
55,89.5,0.004056999,0.003447994,0.004617296
60,89.5,0.006351132,0.005390664,0.007236734
65,89.5,0.009644007,0.008172657,0.011004075
70,89.5,0.014329038,0.01212364,0.016373886
75,89.5,0.02076469,0.017534626,0.023770642
80,89.5,0.03180414,0.026770952,0.036517756
85,89.5,0.077244651,0.065020236,0.088692903
25,90,0.000597633,0.000509417,0.000678196
30,90,0.000767973,0.00065445,0.000871693
35,90,0.001004707,0.000856093,0.001140545
40,90,0.001368036,0.001165604,0.001553214
45,90,0.001964406,0.001672835,0.002231534
50,90,0.002923,0.002487236,0.003322994
55,90,0.004031118,0.003426387,0.004587337
60,90,0.006309233,0.00535569,0.007188223
65,90,0.009624092,0.008156658,0.010980207
70,90,0.01428394,0.01208675,0.016320704
75,90,0.020653759,0.017442685,0.023641366
80,90,0.031930087,0.026879444,0.036659087
85,90,0.077648274,0.065366012,0.089148358
25,90.5,0.00058119,0.00049546,0.00065946
30,90.5,0.000750609,0.000639728,0.000851886
35,90.5,0.000983527,0.000838145,0.001116374
40,90.5,0.001341796,0.00114338,0.001523249
45,90.5,0.001944733,0.001656274,0.002208939
50,90.5,0.002897181,0.002465547,0.003293279
55,90.5,0.00400302,0.003402883,0.004554871
60,90.5,0.006304026,0.005351857,0.007181529
65,90.5,0.009644222,0.008174593,0.011002029
70,90.5,0.014250306,0.012059532,0.01628064
75,90.5,0.020647475,0.017439119,0.02363189
80,90.5,0.031767599,0.026745106,0.036469271
85,90.5,0.076929533,0.064766894,0.088315256
25,91,0.000600975,0.000512388,0.00068183
30,91,0.000784429,0.000668633,0.000890166
35,91,0.0010232,0.000872058,0.001161271
40,91,0.001385103,0.001180424,0.001572232
45,91,0.001997514,0.001701426,0.002268633
50,91,0.002932048,0.002495506,0.003332542
55,91,0.003945283,0.003354178,0.004488686
60,91,0.006299596,0.005348686,0.007175716
65,91,0.009673429,0.008200231,0.011034202
70,91,0.01424509,0.012056366,0.016273045
75,91,0.020760551,0.017536352,0.023759014
80,91,0.032016435,0.026957061,0.036751657
85,91,0.077734713,0.065450743,0.089231652
25,91.5,0.00058555,0.000499299,0.000664252
30,91.5,0.000752773,0.000641728,0.000854141
35,91.5,0.000984177,0.000838902,0.00111685
40,91.5,0.001341715,0.001143586,0.001522804
45,91.5,0.00193734,0.001650367,0.002200039
50,91.5,0.00288138,0.002452669,0.003274584
55,91.5,0.003973958,0.003378946,0.004520809
60,91.5,0.006261569,0.005316992,0.007131628
65,91.5,0.009583015,0.008124469,0.010929917
70,91.5,0.014186201,0.012007786,0.016204114
75,91.5,0.020598022,0.017400816,0.023570707
80,91.5,0.031754211,0.026738765,0.036447339
85,91.5,0.077226493,0.065028888,0.088640218
25,92,0.000617616,0.000526702,0.000700549
30,92,0.000799559,0.000681691,0.000907127
35,92,0.001048015,0.000893419,0.001189163
40,92,0.001425536,0.001215167,0.00161776
45,92,0.002050564,0.001747016,0.002328363
50,92,0.00305964,0.002604693,0.003476799
55,92,0.004230404,0.003597384,0.004812038
60,92,0.006581846,0.005589547,0.007495639
65,92,0.009983281,0.008464687,0.011385304
70,92,0.014863976,0.012582735,0.016976658
75,92,0.021366438,0.018051689,0.024447745
80,92,0.032981581,0.027774717,0.037852859
85,92,0.079858273,0.06725089,0.091653106
25,92.5,0.000596893,0.000509089,0.000676969
30,92.5,0.000765972,0.00065313,0.000868925
35,92.5,0.000996888,0.00084993,0.001131026
40,92.5,0.001357146,0.001157,0.001539981
45,92.5,0.001971191,0.00167958,0.002237997
50,92.5,0.002939656,0.002502824,0.003340105
55,92.5,0.004029889,0.003427238,0.004583481
60,92.5,0.006378109,0.005417093,0.00726288
65,92.5,0.009761543,0.008277522,0.011131326
70,92.5,0.014465616,0.012246725,0.016520097
75,92.5,0.020957096,0.017707517,0.023977176
80,92.5,0.032345577,0.027241487,0.037119762
85,92.5,0.078428297,0.066052417,0.090004255
25,93,0.000558053,0.000476016,0.000632849
30,93,0.00072217,0.00061585,0.000819146
35,93,0.000934208,0.000796581,0.001059797
40,93,0.001285267,0.001095845,0.001458261
45,93,0.001897424,0.001616905,0.002154014
50,93,0.002868923,0.002442868,0.003259389
55,93,0.003913061,0.00332824,0.00445014
60,93,0.00625803,0.005315665,0.007125416
65,93,0.009650584,0.008184273,0.011003695
70,93,0.014257586,0.0120718,0.016280952
75,93,0.020744344,0.017529418,0.023731561
80,93,0.032427599,0.027312985,0.037210698
85,93,0.079145056,0.066661978,0.090819014
25,93.5,0.000601091,0.000512786,0.000681579
30,93.5,0.00076661,0.000653822,0.000869458
35,93.5,0.000995438,0.000848887,0.001129134
40,93.5,0.001359616,0.001159367,0.001542449
45,93.5,0.001983938,0.001690816,0.002251985
50,93.5,0.002970827,0.002529916,0.003374808
55,93.5,0.004034225,0.003431659,0.004587465
60,93.5,0.006412683,0.005447599,0.007300767
65,93.5,0.009835614,0.008342039,0.011213561
70,93.5,0.01456082,0.012329757,0.01662563
75,93.5,0.021131365,0.01785816,0.024172087
80,93.5,0.032937577,0.027744952,0.037792671
85,93.5,0.080249835,0.067598416,0.092078884
25,94,0.000623003,0.000531546,0.000706339
30,94,0.00080437,0.000686115,0.000912173
35,94,0.001050717,0.000896141,0.001191692
40,94,0.001425522,0.001215718,0.001617022
45,94,0.002062078,0.001757627,0.002340405
50,94,0.003067438,0.0026125,0.003484153
55,94,0.004205931,0.003578141,0.004782172
60,94,0.006614575,0.005619751,0.007529784
65,94,0.010064377,0.008537006,0.011473143
70,94,0.014950794,0.012661341,0.017069121
75,94,0.021581333,0.018240291,0.024684355
80,94,0.033229223,0.02799324,0.038123818
85,94,0.080298213,0.067645479,0.092125991
25,94.5,0.000612732,0.000522841,0.000694621
30,94.5,0.000792727,0.000676256,0.000898875
35,94.5,0.001035681,0.000883412,0.001174517
40,94.5,0.001408899,0.001201671,0.001598001
45,94.5,0.002044297,0.001742656,0.002319987
50,94.5,0.003036164,0.002586137,0.00344828
55,94.5,0.00413022,0.003514094,0.00469562
60,94.5,0.006538792,0.005555927,0.007442788
65,94.5,0.010003716,0.008486395,0.011402898
70,94.5,0.01477829,0.01251645,0.016870612
75,94.5,0.021401784,0.018090203,0.0244768
80,94.5,0.033107223,0.027892856,0.037980682
85,94.5,0.080200251,0.06756877,0.092005897
25,95,0.000642915,0.000548658,0.000728758
30,95,0.000820669,0.000700173,0.000930456
35,95,0.001079778,0.00092113,0.001224389
40,95,0.00146546,0.001250054,0.001661972
45,95,0.002111682,0.0018003,0.002396202
50,95,0.003122651,0.002660092,0.003546134
55,95,0.00427781,0.003640055,0.004862912
60,95,0.006703974,0.005696872,0.007630037
65,95,0.010199911,0.008653708,0.011625391
70,95,0.015080246,0.012773445,0.017213688
75,95,0.021737509,0.018375705,0.024858495
80,95,0.033417423,0.028156614,0.038333329
85,95,0.080569255,0.06788546,0.092421494
25,95.5,0.000635648,0.000542513,0.000720446
30,95.5,0.000825963,0.000704764,0.000936363
35,95.5,0.001082097,0.000923206,0.001226895
40,95.5,0.001463513,0.001248522,0.001659596
45,95.5,0.002105461,0.001795181,0.002388905
50,95.5,0.003108107,0.002647973,0.00352927
55,95.5,0.004249476,0.003616304,0.004830238
60,95.5,0.006677921,0.00567529,0.007599664
65,95.5,0.010160439,0.008621046,0.011579328
70,95.5,0.015057606,0.012755446,0.017186298
75,95.5,0.021730575,0.018371474,0.024848425
80,95.5,0.033355546,0.02810682,0.038259274
85,95.5,0.080421084,0.067766268,0.092244096
25,96,0.000645762,0.000551209,0.00073183
30,96,0.000840013,0.000716833,0.000952186
35,96,0.001101975,0.000940271,0.001249297
40,96,0.001487516,0.001269143,0.001686633
45,96,0.002129312,0.001815717,0.002415708
50,96,0.003131759,0.002668412,0.003555754
55,96,0.004279149,0.003641945,0.004863465
60,96,0.006708444,0.005701822,0.007633633
65,96,0.010193829,0.008650248,0.011616247
70,96,0.015113558,0.012804093,0.017248526
75,96,0.021806139,0.018437085,0.024932557
80,96,0.033441079,0.028181325,0.038354144
85,96,0.080638155,0.067955055,0.092485266
25,96.5,0.000640633,0.000546896,0.000725935
30,96.5,0.000825214,0.000704287,0.000935306
35,96.5,0.0010806,0.000922141,0.001224926
40,96.5,0.001464071,0.001249284,0.001659865
45,96.5,0.002117383,0.00180575,0.002401913
50,96.5,0.003139613,0.002675401,0.003564291
55,96.5,0.004290235,0.003651775,0.004875552
60,96.5,0.006752433,0.005739815,0.007682901
65,96.5,0.010274347,0.008719473,0.011706833
70,96.5,0.015226294,0.012900884,0.017375507
75,96.5,0.021976487,0.018582881,0.025125015
80,96.5,0.033811339,0.028495813,0.03877549
85,96.5,0.0814891,0.068678075,0.093453275
25,97,0.000665851,0.000568483,0.000754434
30,97,0.00085846,0.000732737,0.00097289
35,97,0.001128023,0.000962709,0.001278557
40,97,0.00151948,0.001296697,0.001722513
45,97,0.002181802,0.001860877,0.002474744
50,97,0.003199968,0.002727106,0.003632456
55,97,0.004352794,0.003705388,0.004946177
60,97,0.006846174,0.005820066,0.007788829
65,97,0.010396287,0.008823794,0.011844683
70,97,0.015381967,0.013033979,0.017551597
75,97,0.022197463,0.018771388,0.025375466
80,97,0.033929155,0.028597483,0.038907502
85,97,0.081449288,0.068650254,0.093400136
25,97.5,0.000642739,0.000548811,0.000728169
30,97.5,0.000824065,0.000703459,0.000933809
35,97.5,0.001080141,0.000921948,0.001224152
40,97.5,0.001467452,0.001252436,0.001663354
45,97.5,0.002123862,0.001811656,0.002408771
50,97.5,0.0031596,0.002692991,0.003586263
55,97.5,0.004327051,0.003683864,0.004916424
60,97.5,0.00679151,0.005774182,0.007725877
65,97.5,0.010330895,0.00876916,0.011769055
70,97.5,0.015315053,0.012978518,0.017473615
75,97.5,0.022074882,0.018669434,0.025233095
80,97.5,0.034067161,0.028716203,0.039062562
85,97.5,0.082234815,0.069318117,0.094293233
25,98,0.000656774,0.000560857,0.000743991
30,98,0.000829167,0.000707891,0.000939492
35,98,0.001087291,0.000928152,0.001232127
40,98,0.001474483,0.001258573,0.00167115
45,98,0.002127649,0.001815081,0.002412819
50,98,0.003145394,0.002681165,0.003569777
55,98,0.00428018,0.003644334,0.004862683
60,98,0.006745043,0.005735255,0.007672266
65,98,0.010284856,0.00873094,0.011715487
70,98,0.01520307,0.012884848,0.017344254
75,98,0.021980412,0.018591229,0.025122878
80,98,0.03391002,0.028586159,0.038879166
85,98,0.081940199,0.069075622,0.093947645
25,98.5,0.000651599,0.000556499,0.00073805
30,98.5,0.000834902,0.000712865,0.000945891
35,98.5,0.001096853,0.000936415,0.001242833
40,98.5,0.001495273,0.001276455,0.001694538
45,98.5,0.002151636,0.001835737,0.002439771
50,98.5,0.003222707,0.002747352,0.003657154
55,98.5,0.004455878,0.003794315,0.005061799
60,98.5,0.006898033,0.005865925,0.007845533
65,98.5,0.010438487,0.008862218,0.01188937
70,98.5,0.015560173,0.013188736,0.017750029
75,98.5,0.022298244,0.018861761,0.025483924
80,98.5,0.034616008,0.029183735,0.039685411
85,98.5,0.083885626,0.070721495,0.096170407
25,99,0.000688594,0.000588155,0.000779876
30,99,0.000881225,0.000752494,0.000998275
35,99,0.001158439,0.000989093,0.001312487
40,99,0.001553349,0.001326166,0.001760183
45,99,0.002226452,0.00189976,0.002524364
50,99,0.003243929,0.002765715,0.003680889
55,99,0.004396571,0.003744173,0.004993963
60,99,0.00693794,0.005900416,0.007890202
65,99,0.010532369,0.008942748,0.011995234
70,99,0.015565651,0.013194557,0.017754745
75,99,0.022496599,0.019031168,0.025708482
80,99,0.034184483,0.028822194,0.039187654
85,99,0.08173014,0.068909699,0.093691978
25,99.5,0.000709953,0.000606464,0.000803984
30,99.5,0.000923589,0.000788754,0.001046157
35,99.5,0.001223361,0.001044636,0.001385899
40,99.5,0.001640013,0.001400305,0.001858196
45,99.5,0.002320624,0.001980321,0.002630871
50,99.5,0.003390227,0.002890743,0.003846512
55,99.5,0.004677945,0.003984196,0.005313051
60,99.5,0.007205525,0.006128586,0.008193736
65,99.5,0.010811591,0.009180706,0.012312097
70,99.5,0.016104294,0.013652403,0.0183675
75,99.5,0.023026192,0.019480898,0.026311423
80,99.5,0.034917997,0.029443059,0.040025366
85,99.5,0.083310034,0.070247504,0.095495592
25,100,0.000673605,0.000575471,0.000762749
30,100,0.000858599,0.000733324,0.000972449
35,100,0.001130415,0.000965364,0.001280482
40,100,0.001529234,0.001305845,0.001732517
45,100,0.002186819,0.001866317,0.002478948
50,100,0.003218342,0.002744441,0.003651161
55,100,0.00439663,0.003744947,0.004993098
60,100,0.006870513,0.005844176,0.007812093
65,100,0.010435147,0.008861832,0.011882391
70,100,0.015451513,0.013100129,0.01762152
75,100,0.022278214,0.018849639,0.025454701
80,100,0.034287012,0.028913209,0.039299164
85,100,0.082777397,0.069803705,0.094877974
25,100.5,0.000688654,0.000588395,0.000779704
30,100.5,0.000881672,0.000753116,0.000998472
35,100.5,0.001165272,0.000995244,0.001319822
40,100.5,0.001573798,0.00134405,0.00178281
45,100.5,0.002254442,0.001924241,0.002555331
50,100.5,0.003324678,0.002835427,0.003771401
55,100.5,0.004584059,0.003905011,0.005205416
60,100.5,0.007111649,0.00604992,0.008085462
65,100.5,0.010735464,0.009117791,0.012223163
70,100.5,0.015935934,0.013512157,0.018172245
75,100.5,0.022838294,0.019325331,0.02609226
80,100.5,0.034877024,0.029413281,0.039972078
85,100.5,0.083496494,0.070416152,0.095694184
25,101,0.000643132,0.000549555,0.000728093
30,101,0.000823654,0.000703629,0.000932679
35,101,0.001078255,0.000921016,0.001221148
40,101,0.001463899,0.001250318,0.001658158
45,101,0.00212192,0.001811307,0.002404896
50,101,0.003129366,0.002669112,0.003549518
55,101,0.004226109,0.003600423,0.004798512
60,101,0.006722124,0.005719073,0.007641919
65,101,0.010306124,0.008753927,0.011733308
70,101,0.01516647,0.012860834,0.017293351
75,101,0.022015717,0.018630827,0.025150461
80,101,0.034005258,0.028680294,0.038970037
85,101,0.082269188,0.06938646,0.094280512
25,101.5,0.000627906,0.0005366,0.000710784
30,101.5,0.000802419,0.000685558,0.000908543
35,101.5,0.001043986,0.000891835,0.001182221
40,101.5,0.001423647,0.001216061,0.001612407
45,101.5,0.002085883,0.001780723,0.002363824
50,101.5,0.003115777,0.002657784,0.003533768
55,101.5,0.004218615,0.003594386,0.004789556
60,101.5,0.006728527,0.005725065,0.007648497
65,101.5,0.010321301,0.008767636,0.011749528
70,101.5,0.01524419,0.012927903,0.017380456
75,101.5,0.022120658,0.01872125,0.025268226
80,101.5,0.034364928,0.028985963,0.039379137
85,101.5,0.083311984,0.070271608,0.095468066
25,102,0.000619238,0.000529247,0.000700903
30,102,0.000786301,0.000671856,0.000890206
35,102,0.001024337,0.000875139,0.001159856
40,102,0.001403052,0.001198591,0.001588926
45,102,0.002055192,0.001754697,0.002328821
50,102,0.00307438,0.002622728,0.00348649
55,102,0.004161692,0.003546225,0.004724495
60,102,0.006638753,0.005649205,0.007545771
65,102,0.010216852,0.008679696,0.011629612
70,102,0.015050505,0.012764759,0.017158175
75,102,0.021877939,0.018517385,0.024988939
80,102,0.034160556,0.028815793,0.039142023
85,102,0.083173188,0.07015991,0.095301925
25,102.5,0.000642958,0.000549578,0.000727678
30,102.5,0.000825342,0.000705289,0.00093431
35,102.5,0.001077512,0.000920667,0.001219943
40,102.5,0.00146621,0.001252677,0.001660285
45,102.5,0.002132384,0.00182079,0.00241605
50,102.5,0.003176172,0.002709839,0.003601576
55,102.5,0.004319189,0.003680795,0.004902819
60,102.5,0.006834028,0.005815938,0.007766994
65,102.5,0.010441157,0.008871089,0.011883844
70,102.5,0.015454141,0.013108298,0.01761678
75,102.5,0.022355625,0.018923346,0.025532378
80,102.5,0.034654781,0.029235039,0.039705198
85,102.5,0.083919058,0.070794755,0.096149018
25,103,0.000632874,0.000541015,0.000716194
30,103,0.000803599,0.00068678,0.000909606
35,103,0.00104946,0.00089679,0.001188065
40,103,0.001436066,0.001227048,0.00162599
45,103,0.002098818,0.001792309,0.002377788
50,103,0.003146582,0.002684859,0.003567681
55,103,0.004292078,0.003658045,0.00487159
60,103,0.006791401,0.005780208,0.007717839
65,103,0.010399403,0.008836431,0.011835259
70,103,0.015372554,0.013040266,0.017522248
75,103,0.022249822,0.018835406,0.025409423
80,103,0.034653299,0.029236124,0.039700417
85,103,0.084124679,0.070973894,0.09637711
25,103.5,0.000573608,0.000490398,0.000649066
30,103.5,0.000726114,0.000620617,0.000821826
35,103.5,0.000933977,0.000798181,0.001057235
40,103.5,0.001291526,0.001103648,0.001462205
45,103.5,0.0019339,0.001651627,0.002190757
50,103.5,0.002921835,0.002493315,0.00331257
55,103.5,0.003892838,0.003318074,0.00441807
60,103.5,0.006371137,0.005422991,0.007239641
65,103.5,0.009946618,0.008452412,0.011319033
70,103.5,0.014559261,0.012351369,0.016593911
75,103.5,0.021396973,0.018114858,0.024433603
80,103.5,0.033802237,0.028520182,0.038722655
85,103.5,0.082950575,0.069988441,0.095025251
25,104,0.000581571,0.000497256,0.000658012
30,104,0.000735994,0.000629124,0.000832927
35,104,0.00094724,0.000809597,0.001072145
40,104,0.001302805,0.001113396,0.001474833
45,104,0.001958454,0.00167276,0.002218362
50,104,0.002938449,0.002507734,0.003331098
55,104,0.003894677,0.003319953,0.004419757
60,104,0.006427746,0.005471678,0.007303317
65,104,0.010044974,0.008536755,0.011429969
70,104,0.014653287,0.012432215,0.016699678
75,104,0.02158519,0.018275718,0.024646545
80,104,0.033803528,0.028523443,0.038721256
85,104,0.082383858,0.069515557,0.094369049
25,104.5,0.000611205,0.000522645,0.000691476
30,104.5,0.000781467,0.000668061,0.000884306
35,104.5,0.001011777,0.00086484,0.001145085
40,104.5,0.001383238,0.00118225,0.00156574
45,104.5,0.002044378,0.001746317,0.002315476
50,104.5,0.003051379,0.002604355,0.003458804
55,104.5,0.00408284,0.003480672,0.004632873
60,104.5,0.006616089,0.005632514,0.00751666
65,104.5,0.010239011,0.008702428,0.011649764
70,104.5,0.015034935,0.012757104,0.017133209
75,104.5,0.021981098,0.018612447,0.025096605
80,104.5,0.034279856,0.028927568,0.039263992
85,104.5,0.08337838,0.070360096,0.09550121
25,105,0.000559034,0.000478079,0.000632393
30,105,0.000709051,0.000606212,0.000802285
35,105,0.000905551,0.000774116,0.001024767
40,105,0.001251655,0.001069889,0.001416665
45,105,0.001900295,0.001623394,0.00215209
50,105,0.002864624,0.002445186,0.003246822
55,105,0.003760452,0.003206125,0.004266678
60,105,0.006287288,0.005353071,0.007142488
65,105,0.009897342,0.00841276,0.01126008
70,105,0.014401834,0.012220942,0.01641042
75,105,0.021328456,0.018061275,0.024349574
80,105,0.033647805,0.028396306,0.038537254
85,105,0.082462476,0.069592357,0.094445295
25,105.5,0.00057483,0.000491638,0.000650198
30,105.5,0.000731583,0.000625541,0.000827699
35,105.5,0.000940765,0.000804302,0.001064512
40,105.5,0.001296139,0.001108025,0.00146687
45,105.5,0.001956718,0.001671762,0.002215777
50,105.5,0.002942754,0.002512122,0.003335061
55,105.5,0.003899986,0.00332541,0.004424584
60,105.5,0.006451707,0.005493574,0.007328606
65,105.5,0.010095013,0.008581563,0.01148395
70,105.5,0.01471499,0.012487779,0.016765816
75,105.5,0.021689751,0.018368782,0.024760003
80,105.5,0.033991106,0.028688265,0.038927497
85,105.5,0.082824874,0.069903633,0.0948532
25,106,0.000584611,0.000500051,0.000661201
30,106,0.000738319,0.00063136,0.000835242
35,106,0.000950463,0.000812669,0.001075387
40,106,0.001311691,0.001121426,0.001484337
45,106,0.001962339,0.001676719,0.002221945
50,106,0.002953656,0.002521657,0.003347126
55,106,0.003926305,0.003348146,0.004454065
60,106,0.006438002,0.005482381,0.007312427
65,106,0.010055018,0.008548285,0.011437518
70,106,0.01470012,0.012476176,0.01674755
75,106,0.02161697,0.018308577,0.024675052
80,106,0.034069766,0.028756735,0.039014828
85,106,0.083479714,0.070461408,0.095596407
25,106.5,0.000597787,0.000511371,0.000676042
30,106.5,0.000769197,0.000657828,0.000870095
35,106.5,0.000997584,0.00085304,0.001128599
40,106.5,0.001370142,0.001171509,0.00155034
45,106.5,0.00203773,0.001741299,0.002307103
50,106.5,0.003055993,0.002609265,0.003462789
55,106.5,0.004103454,0.003499526,0.004654618
60,106.5,0.006653565,0.005666443,0.007556629
65,106.5,0.010315091,0.008770135,0.011732384
70,106.5,0.015112341,0.012827092,0.017215807
75,106.5,0.022096754,0.018716403,0.025220778
80,106.5,0.034502671,0.02912424,0.039507759
85,106.5,0.083867268,0.070793653,0.096033388
25,107,0.000558729,0.000478006,0.000631812
30,107,0.000715123,0.000611642,0.000808852
35,107,0.000916599,0.000783866,0.001036882
40,107,0.001268449,0.001084663,0.001435141
45,107,0.001928053,0.001647733,0.002182726
50,107,0.002912858,0.002487287,0.003300303
55,107,0.003849361,0.003283129,0.004366011
