age,bin,attri_mort,attri_mort_lower,attri_mort_upper
45,42.5,0.001355993,0.001137181,0.00156353
50,42.5,0.001974592,0.001655169,0.002277905
55,42.5,0.002789153,0.002336113,0.00321987
60,42.5,0.004380842,0.003665682,0.005061671
65,42.5,0.006361036,0.005316275,0.007357157
70,42.5,0.009481444,0.007915392,0.010977364
75,42.5,0.013600358,0.011338497,0.015765752
80,42.5,0.020440887,0.017004156,0.023743663
85,42.5,0.051578365,0.042906487,0.059912234
25,43,0.000452838,0.000380025,0.000521734
30,43,0.000561048,0.000470748,0.000646513
35,43,0.000713879,0.000598952,0.00082268
40,43,0.000958287,0.000804058,0.001104366
45,43,0.001337424,0.001121838,0.001541809
50,43,0.001953947,0.001638192,0.002253644
55,43,0.002762532,0.002314271,0.003188522
60,43,0.004349797,0.003640405,0.005024851
65,43,0.006337417,0.005297533,0.007328495
70,43,0.009458251,0.007897452,0.010948571
75,43,0.013593675,0.011334875,0.015755335
80,43,0.020499932,0.017055979,0.023808517
85,43,0.051840895,0.043131715,0.060207755
25,43.5,0.000446101,0.000374451,0.000513864
30,43.5,0.000554987,0.00046576,0.000639396
35,43.5,0.000704672,0.000591352,0.000811902
40,43.5,0.000946345,0.000794204,0.00109038
45,43.5,0.001320422,0.001107805,0.001521901
50,43.5,0.001935616,0.001623151,0.002232059
55,43.5,0.002744662,0.002299757,0.003167283
60,43.5,0.004331137,0.003625486,0.005002352
65,43.5,0.006308258,0.005274147,0.007293434
70,43.5,0.009441451,0.007884854,0.010927189
75,43.5,0.013594785,0.011337759,0.015753942
80,43.5,0.020546127,0.017097094,0.023858454
85,43.5,0.052269353,0.043495011,0.060695912
25,44,0.000441406,0.000370588,0.000508351
30,44,0.000555116,0.000465967,0.000639412
35,44,0.000708023,0.000594288,0.000815595
40,44,0.000953571,0.000800435,0.001098482
45,44,0.001331926,0.001117685,0.001534852
50,44,0.001959995,0.001643925,0.002259727
55,44,0.002796612,0.002343746,0.003226609
60,44,0.00439598,0.003680473,0.005076289
65,44,0.006389963,0.005343454,0.007386546
70,44,0.009605154,0.008023007,0.011114679
75,44,0.013806817,0.011516564,0.015996938
80,44,0.020898623,0.017393197,0.024263999
85,44,0.053193417,0.044271035,0.061759328
25,44.5,0.00044278,0.000371821,0.000509828
30,44.5,0.000558736,0.000469104,0.00064345
35,44.5,0.0007133,0.000598843,0.000821506
40,44.5,0.000961782,0.000807496,0.001107715
45,44.5,0.001341535,0.001125979,0.001545617
50,44.5,0.001979403,0.001660536,0.002281655
55,44.5,0.002833201,0.002374872,0.003268195
60,44.5,0.004414475,0.00369666,0.005096686
65,44.5,0.006428947,0.00537705,0.007430249
70,44.5,0.00967914,0.008086255,0.011198326
75,44.5,0.013914381,0.011608286,0.016118859
80,44.5,0.021067851,0.017536782,0.02445668
85,44.5,0.053478174,0.044514989,0.0620803
25,45,0.000442149,0.000371368,0.000508997
30,45,0.00055569,0.000466645,0.000639811
35,45,0.00071259,0.000598372,0.000820521
40,45,0.000963838,0.000809389,0.001109859
45,45,0.001349673,0.001133039,0.001554683
50,45,0.002000472,0.001678545,0.002305492
55,45,0.002865854,0.002402713,0.00330523
60,45,0.004460835,0.003736197,0.005149252
65,45,0.006503803,0.005440662,0.007515403
70,45,0.009805848,0.008193577,0.011342928
75,45,0.014100189,0.011765302,0.016331363
80,45,0.021361816,0.017784262,0.024794116
85,45,0.054188198,0.045113072,0.062894862
25,45.5,0.000439265,0.000369022,0.000505575
30,45.5,0.000557955,0.000468642,0.00064229
35,45.5,0.000715657,0.000601069,0.000823887
40,45.5,0.000965244,0.000810732,0.001111258
45,45.5,0.001350614,0.001134056,0.001555464
50,45.5,0.001996194,0.001675281,0.002300121
55,45.5,0.002858779,0.002397241,0.003296453
60,45.5,0.004449374,0.003727293,0.005135082
65,45.5,0.006492337,0.00543206,0.007500814
70,45.5,0.009793893,0.008185016,0.011327152
75,45.5,0.014105216,0.011771455,0.016334498
80,45.5,0.021292549,0.017729306,0.024709982
85,45.5,0.053924765,0.044900619,0.06257964
25,46,0.000433903,0.000364593,0.000499302
30,46,0.000548177,0.000460525,0.000630906
35,46,0.00070485,0.000592115,0.000811282
40,46,0.000954103,0.00080154,0.001098211
45,46,0.001343448,0.001128266,0.001546906
50,46,0.001991226,0.001671443,0.002293953
55,46,0.002854759,0.002394331,0.003291194
60,46,0.00445296,0.003730994,0.005138268
65,46,0.006512403,0.005449838,0.007522651
70,46,0.009848925,0.008232458,0.011388828
75,46,0.014223221,0.011871946,0.016468429
80,46,0.021448712,0.017862102,0.02488741
85,46,0.054246368,0.045175397,0.062943253
25,46.5,0.00043581,0.000366271,0.000501396
30,46.5,0.000556667,0.000467753,0.000640549
35,46.5,0.000713688,0.000599661,0.000821291
40,46.5,0.000962945,0.000809131,0.00110817
45,46.5,0.001352024,0.001135694,0.001556477
50,46.5,0.001999673,0.001678859,0.002303242
55,46.5,0.00285977,0.002398992,0.003296354
60,46.5,0.00446503,0.003741811,0.005151255
65,46.5,0.006532047,0.005467276,0.007543995
70,46.5,0.009858521,0.008241922,0.011397959
75,46.5,0.01424564,0.011892633,0.016491662
80,46.5,0.02148399,0.017894248,0.024924559
85,46.5,0.054370149,0.045285493,0.063077283
25,47,0.000434257,0.00036504,0.000499509
30,47,0.000555003,0.00046645,0.000638507
35,47,0.000710548,0.000597144,0.000817516
40,47,0.000958224,0.000805326,0.001102519
45,47,0.001342862,0.001128221,0.001545629
50,47,0.001988265,0.001669607,0.002289668
55,47,0.002840711,0.002383453,0.003273777
60,47,0.004439009,0.003720689,0.005120304
65,47,0.006498815,0.005440437,0.007504289
70,47,0.009826022,0.008216177,0.011358453
75,47,0.014184456,0.011843519,0.016418155
80,47,0.021493168,0.017904598,0.024931468
85,47,0.0546074,0.04548997,0.063343042
25,47.5,0.00043035,0.000361831,0.000494915
30,47.5,0.000553697,0.000465447,0.000636877
35,47.5,0.000708714,0.000595725,0.000815243
40,47.5,0.000953272,0.000801326,0.001096605
45,47.5,0.001336477,0.00112308,0.001537979
50,47.5,0.001969382,0.001654073,0.002267489
55,47.5,0.002800787,0.002350406,0.003227162
60,47.5,0.004390686,0.003680875,0.005063635
65,47.5,0.006443195,0.005394856,0.007438733
70,47.5,0.009719891,0.008128865,0.011233838
75,47.5,0.014084741,0.011762233,0.016300062
80,47.5,0.021367459,0.017802647,0.024781882
85,47.5,0.054291512,0.045233868,0.062967038
25,48,0.000439396,0.000369512,0.000505218
30,48,0.000564765,0.000474847,0.00064948
35,48,0.000722796,0.000607683,0.000831278
40,48,0.000966965,0.000812999,0.00111214
45,48,0.0013503,0.001134919,0.001553589
50,48,0.001987337,0.001669476,0.002287728
55,48,0.002819087,0.002366212,0.003247645
60,48,0.00443086,0.003715242,0.005109043
65,48,0.006489808,0.00543486,0.007491233
70,48,0.009790525,0.008189349,0.011313545
75,48,0.014179776,0.011843553,0.016407372
80,48,0.02147231,0.017892731,0.024899777
85,48,0.054569997,0.045472812,0.063280599
25,48.5,0.000435543,0.000366345,0.000500688
30,48.5,0.00055964,0.000470634,0.000643459
35,48.5,0.000715328,0.000601527,0.000822527
40,48.5,0.000957843,0.00080549,0.001101431
45,48.5,0.001339879,0.001126382,0.0015413
50,48.5,0.001972347,0.001657204,0.002270043
55,48.5,0.002784712,0.002337802,0.003207449
60,48.5,0.004382051,0.003674994,0.005051849
65,48.5,0.00643986,0.005393999,0.007432271
70,48.5,0.009692865,0.008109069,0.011198792
75,48.5,0.014076372,0.011759132,0.016285072
80,48.5,0.021355744,0.017798293,0.024760879
85,48.5,0.054344156,0.045291474,0.063009241
25,49,0.000434575,0.000365604,0.000499478
30,49,0.000558623,0.000469872,0.000642164
35,49,0.000715392,0.0006017,0.000822441
40,49,0.000958432,0.000806145,0.001101897
45,49,0.001339305,0.001126118,0.001540348
50,49,0.001977709,0.001662025,0.002275791
55,49,0.002801508,0.00235234,0.003226206
60,49,0.004416039,0.003704171,0.005090125
65,49,0.006480841,0.005429284,0.007478271
70,49,0.009771227,0.008176018,0.011287445
75,49,0.014159811,0.011830763,0.016378995
80,49,0.021480324,0.017904785,0.024901666
85,49,0.054697258,0.045592545,0.063409327
25,49.5,0.000429101,0.000361071,0.000493089
30,49.5,0.000548993,0.000461864,0.000630969
35,49.5,0.000702469,0.000590948,0.000807426
40,49.5,0.00094367,0.000793885,0.001084716
45,49.5,0.001324524,0.001113906,0.001523058
50,49.5,0.001961283,0.001648534,0.002256468
55,49.5,0.002778596,0.002333535,0.003199238
60,49.5,0.004396787,0.003688693,0.005067032
65,49.5,0.006470397,0.005421493,0.007464925
70,49.5,0.009747392,0.00815747,0.011258019
75,49.5,0.014166505,0.011838289,0.01638411
80,49.5,0.021534396,0.017952567,0.024960653
85,49.5,0.054883271,0.045754501,0.063615544
25,50,0.000436873,0.000367685,0.000501922
30,50,0.000553778,0.000465982,0.000636346
35,50,0.000707944,0.000595671,0.000813562
40,50,0.000947147,0.000796966,0.001088505
45,50,0.001326007,0.001115367,0.001524478
50,50,0.001971678,0.001657583,0.002268011
55,50,0.002787606,0.002341533,0.003209034
60,50,0.004424302,0.003712442,0.005097842
65,50,0.006489571,0.005438508,0.007485762
70,50,0.009770334,0.008178042,0.011282654
75,50,0.014156193,0.011831582,0.016369591
80,50,0.021593631,0.018004591,0.025025686
85,50,0.055315538,0.046121635,0.064107298
25,50.5,0.000442897,0.000372829,0.000508744
30,50.5,0.000555441,0.000467475,0.000638134
35,50.5,0.000709337,0.000596961,0.000815006
40,50.5,0.000949874,0.000799417,0.001091429
45,50.5,0.001330647,0.001119487,0.001529523
50,50.5,0.001981271,0.001665965,0.002278622
55,50.5,0.002805067,0.002356639,0.003228547
60,50.5,0.004450794,0.003735352,0.005127457
65,50.5,0.006536943,0.005479177,0.007539101
70,50.5,0.009836813,0.008235092,0.011357527
75,50.5,0.014280898,0.011937748,0.016511145
80,50.5,0.021754227,0.018141215,0.025208083
85,50.5,0.055643887,0.04640237,0.06447831
25,51,0.000443804,0.000373666,0.000509688
30,51,0.000557779,0.000469534,0.000640697
35,51,0.000717234,0.000603725,0.000823923
40,51,0.000960568,0.000808573,0.001103509
45,51,0.001348374,0.001134617,0.001549612
50,51,0.002023485,0.001701777,0.002326748
55,51,0.002857458,0.00240109,0.00328826
60,51,0.004566368,0.003833029,0.005259683
65,51,0.006687619,0.005606438,0.007711568
70,51,0.010083916,0.008443367,0.011640924
75,51,0.014572796,0.012183696,0.016845994
80,51,0.022203285,0.018518414,0.025724735
85,51,0.056739107,0.047322652,0.065737949
25,51.5,0.000443726,0.000373674,0.000509502
30,51.5,0.000554362,0.000466749,0.000636652
35,51.5,0.000712948,0.000600233,0.000818844
40,51.5,0.000957924,0.000806503,0.001100264
45,51.5,0.001349864,0.001136086,0.001551036
50,51.5,0.002029475,0.001707132,0.00233321
55,51.5,0.002861119,0.002404604,0.003291886
60,51.5,0.004578243,0.003843677,0.005272446
65,51.5,0.006712138,0.005627967,0.007738533
70,51.5,0.010106014,0.008463285,0.011664526
75,51.5,0.014584675,0.01219557,0.016857087
80,51.5,0.02225739,0.018566267,0.025783698
85,51.5,0.056886159,0.04745226,0.06589882
25,52,0.000448532,0.000377795,0.000514922
30,52,0.000565863,0.000476524,0.000649735
35,52,0.000726446,0.000611716,0.000834189
40,52,0.000970712,0.000817427,0.001114742
45,52,0.001363378,0.001147677,0.001566274
50,52,0.002043002,0.001718831,0.002348335
55,52,0.002871187,0.002413508,0.003302879
60,52,0.004598541,0.003861409,0.005294897
65,52,0.006731119,0.005644861,0.007759098
70,52,0.010118971,0.008475542,0.011677561
75,52,0.014603645,0.012213377,0.016876369
80,52,0.022227936,0.01854441,0.025745857
85,52,0.056629034,0.047244697,0.065591467
25,52.5,0.000449748,0.000378892,0.000516222
30,52.5,0.000564313,0.00047531,0.000647835
35,52.5,0.000723385,0.000609254,0.00083052
40,52.5,0.000968589,0.000815793,0.0011121
45,52.5,0.001365226,0.001149446,0.001568113
50,52.5,0.002056371,0.001730393,0.002363282
55,52.5,0.002883638,0.002424404,0.003316626
60,52.5,0.004658912,0.003912783,0.005363498
65,52.5,0.006825362,0.005724859,0.00786643
70,52.5,0.010268528,0.008602212,0.011848266
75,52.5,0.014797666,0.012377583,0.017097975
80,52.5,0.022588563,0.018847986,0.026159878
85,52.5,0.057602287,0.048063569,0.066709374
25,53,0.000457923,0.000385853,0.000525504
30,53,0.000571841,0.000481744,0.000656353
35,53,0.000736052,0.000620042,0.000844903
40,53,0.000985452,0.000830154,0.001131249
45,53,0.001384899,0.001166229,0.001590416
50,53,0.002079615,0.001750275,0.002389563
55,53,0.00292608,0.002460533,0.003364845
60,53,0.004695892,0.003944536,0.005405135
65,53,0.006879675,0.00577141,0.007927693
70,53,0.010343905,0.008666796,0.011933298
75,53,0.014932783,0.012492584,0.017251409
80,53,0.022693498,0.018938299,0.02627764
85,53,0.057687746,0.048141888,0.066798769
25,53.5,0.000457117,0.000385249,0.000524481
30,53.5,0.000573196,0.000482978,0.000657786
35,53.5,0.000742885,0.000625918,0.000852589
40,53.5,0.000992925,0.000836608,0.001139618
45,53.5,0.001395535,0.001175405,0.00160234
50,53.5,0.002105114,0.00177206,0.002418431
55,53.5,0.002940253,0.002472893,0.003380553
60,53.5,0.004742825,0.003984655,0.005458224
65,53.5,0.006923895,0.005809489,0.007977325
70,53.5,0.010401965,0.00871687,0.011998354
75,53.5,0.014955315,0.012513378,0.017274787
80,53.5,0.022786122,0.01901833,0.026381157
85,53.5,0.058176057,0.048556378,0.067354662
25,54,0.000458093,0.000386145,0.000525503
30,54,0.000572629,0.000482592,0.000657014
35,54,0.000738358,0.000622221,0.000847237
40,54,0.00098725,0.000831982,0.001132897
45,54,0.001396605,0.001176523,0.001603279
50,54,0.002101367,0.001769226,0.002413699
55,54,0.002941886,0.002474703,0.003381846
60,54,0.004739786,0.003982789,0.005453804
65,54,0.00695418,0.005835881,0.008010898
70,54,0.010439408,0.008749664,0.01203962
75,54,0.01505968,0.012602671,0.017392692
80,54,0.022900398,0.019116441,0.026509747
85,54,0.05816669,0.048555497,0.067334382
25,54.5,0.000454145,0.000382889,0.000520877
30,54.5,0.000570106,0.000480557,0.000653997
35,54.5,0.000738158,0.00062217,0.00084685
40,54.5,0.000986591,0.000831583,0.001131932
45,54.5,0.001396034,0.001176258,0.001602333
50,54.5,0.002104798,0.001772436,0.002417211
55,54.5,0.002943308,0.002476341,0.003382891
60,54.5,0.004744021,0.003987042,0.005457751
65,54.5,0.006955957,0.005838355,0.008011617
70,54.5,0.01045227,0.008761874,0.012052539
75,54.5,0.015073253,0.012615983,0.017405705
80,54.5,0.022929739,0.019143664,0.026539974
85,54.5,0.058290092,0.048665436,0.06746774
25,55,0.000456077,0.000384591,0.000522996
30,55,0.000577659,0.000487015,0.00066254
35,55,0.000754559,0.000636114,0.000865508
40,55,0.001013496,0.00085442,0.001162591
45,55,0.001434471,0.001208866,0.001646156
50,55,0.002165397,0.001823793,0.002486368
55,55,0.003037459,0.002556002,0.003490505
60,55,0.004851913,0.004078418,0.005580937
65,55,0.00713365,0.005988502,0.008214938
70,55,0.010715667,0.008984119,0.012354304
75,55,0.015453926,0.012936596,0.017842586
80,55,0.023457636,0.019587173,0.027147187
85,55,0.059286416,0.04950427,0.068611329
25,55.5,0.000455354,0.000384054,0.000522072
30,55.5,0.000579742,0.000488863,0.000664806
35,55.5,0.000753984,0.000635748,0.000864689
40,55.5,0.00101065,0.00085218,0.001159114
45,55.5,0.001433682,0.001208424,0.001644954
50,55.5,0.002149164,0.001810449,0.002467294
55,55.5,0.003008751,0.002532296,0.003456916
60,55.5,0.004787283,0.004024788,0.005505663
65,55.5,0.0070662,0.005932877,0.008135926
70,55.5,0.01061051,0.0088974,0.012231123
75,55.5,0.015334516,0.012838622,0.017702017
80,55.5,0.023266246,0.019430145,0.026921927
85,55.5,0.05855034,0.048896654,0.067749993
25,56,0.000451716,0.000381055,0.000517808
30,56,0.000573145,0.000483388,0.000657125
35,56,0.000746893,0.000629883,0.000856407
40,56,0.001007316,0.00084952,0.001155089
45,56,0.001430689,0.001206114,0.001641239
50,56,0.00216323,0.001822613,0.002483023
55,56,0.003039977,0.002559008,0.003492216
60,56,0.004829697,0.004061114,0.005553546
65,56,0.007127892,0.005985634,0.008205668
70,56,0.010690171,0.008965585,0.012321078
75,56,0.015431039,0.012921358,0.017810867
80,56,0.02354007,0.019661497,0.027235123
85,56,0.059638154,0.049811884,0.068999482
25,56.5,0.000446315,0.00037657,0.000511523
30,56.5,0.000559682,0.000472122,0.000641573
35,56.5,0.000728828,0.000614762,0.000835541
40,56.5,0.000985537,0.000831307,0.001129912
45,56.5,0.001407405,0.001186701,0.001614242
50,56.5,0.002138561,0.001802149,0.002454281
55,56.5,0.00300524,0.002530208,0.003451722
60,56.5,0.004798577,0.004035633,0.005516841
65,56.5,0.007090268,0.005955028,0.008161028
70,56.5,0.010618778,0.00890714,0.012236876
75,56.5,0.015369131,0.012871492,0.017736741
80,56.5,0.023533481,0.019658759,0.027223736
85,56.5,0.060047802,0.050161098,0.069463822
25,57,0.000427602,0.00036085,0.000489986
30,57,0.000539991,0.000455598,0.000618887
35,57,0.000703588,0.000593584,0.000806459
40,57,0.00095947,0.000809469,0.001099827
45,57,0.001377294,0.001161523,0.001579424
50,57,0.002107347,0.001776162,0.002418035
55,57,0.002963032,0.002495108,0.003402662
60,57,0.004726934,0.003976063,0.005433567
65,57,0.007007755,0.005886705,0.008064744
70,57,0.010494831,0.008804584,0.012092146
75,57,0.015204341,0.012735421,0.017543928
80,57,0.023471674,0.019609894,0.027148487
85,57,0.060210252,0.0503039,0.069642121
25,57.5,0.000430654,0.000363491,0.000493394
30,57.5,0.00054278,0.000458035,0.000621972
35,57.5,0.000709711,0.000598859,0.000813331
40,57.5,0.000966842,0.000815837,0.001108082
45,57.5,0.001389813,0.00117229,0.001593503
50,57.5,0.002130771,0.001796219,0.002444494
55,57.5,0.00297848,0.002508546,0.003419829
60,57.5,0.004763063,0.004007125,0.005474201
65,57.5,0.007051129,0.005924105,0.008113369
70,57.5,0.010513494,0.008821623,0.012111786
75,57.5,0.015238768,0.012766182,0.017581066
80,57.5,0.023500933,0.019637049,0.027178644
85,57.5,0.060355087,0.050431867,0.069800178
25,58,0.000415778,0.000350999,0.000476268
30,58,0.000524373,0.000442581,0.000600775
35,58,0.000683411,0.00057677,0.000783056
40,58,0.0009354,0.000789446,0.001071861
45,58,0.00135583,0.001143826,0.001554273
50,58,0.002091323,0.001763269,0.002398835
55,58,0.002911443,0.002452501,0.003342307
60,58,0.004687013,0.003943793,0.005385926
65,58,0.006986993,0.00587116,0.008038306
70,58,0.010387217,0.008717024,0.011964494
75,58,0.015114457,0.012663921,0.017435102
80,58,0.023478127,0.019620695,0.027148597
85,58,0.060511635,0.050569636,0.069971769
25,58.5,0.000406282,0.000343044,0.000465308
30,58.5,0.000513564,0.000433535,0.000588287
35,58.5,0.000670431,0.000565916,0.000768049
40,58.5,0.000920584,0.000777079,0.001054701
45,58.5,0.001340411,0.001131015,0.001536336
50,58.5,0.002079067,0.001753235,0.00238438
55,58.5,0.002902072,0.002445018,0.003331005
60,58.5,0.004698352,0.003953979,0.005398096
65,58.5,0.007000894,0.005883779,0.008053045
70,58.5,0.010410033,0.008737512,0.011988975
75,58.5,0.015173611,0.012715347,0.017500829
80,58.5,0.023540519,0.019675493,0.027217148
85,58.5,0.06072297,0.050753106,0.070206859
25,59,0.000418491,0.000353418,0.000479206
30,59,0.000531229,0.000448529,0.000608414
35,59,0.000697994,0.00058929,0.000799484
40,59,0.00095789,0.000808715,0.001097249
45,59,0.001384482,0.001168409,0.001586575
50,59,0.002153707,0.001816494,0.002469561
55,59,0.003007666,0.002534412,0.00345163
60,59,0.00483761,0.004071855,0.005557191
65,59,0.007184049,0.006038682,0.008262423
70,59,0.010694128,0.008977359,0.012314281
75,59,0.015473625,0.012968695,0.01784425
80,59,0.024100666,0.020146431,0.027861029
85,59,0.061973108,0.051805081,0.071642603
25,59.5,0.000420599,0.000355261,0.000481536
30,59.5,0.000535644,0.000452338,0.000613366
35,59.5,0.000704936,0.000595256,0.000807297
40,59.5,0.000966089,0.00081578,0.001106452
45,59.5,0.001394181,0.001176796,0.001597422
50,59.5,0.002176844,0.001836316,0.002495682
55,59.5,0.00302909,0.002552884,0.003475661
60,59.5,0.004907166,0.004131062,0.005636209
65,59.5,0.007269925,0.006111824,0.008359913
70,59.5,0.010841402,0.009102367,0.012482021
75,59.5,0.015663157,0.013129437,0.018060266
80,59.5,0.024500929,0.020483726,0.028320055
85,59.5,0.063355826,0.052967915,0.073231548
25,60,0.000416482,0.000351848,0.000476738
30,60,0.000536803,0.000453399,0.000614583
35,60,0.000701997,0.000592882,0.000803789
40,60,0.000962596,0.000812977,0.001102259
45,60,0.001396016,0.001178555,0.001599247
50,60,0.002136396,0.00180251,0.002448893
55,60,0.002966212,0.00250032,0.003402945
60,60,0.00476773,0.004014349,0.005475164
65,60,0.007171885,0.006030377,0.008245865
70,60,0.010625569,0.008922553,0.012231653
75,60,0.015564252,0.013048485,0.017943589
80,60,0.02415705,0.020199008,0.027918799
85,60,0.061662609,0.05155942,0.071264744
25,60.5,0.000414358,0.000350116,0.000474224
30,60.5,0.000532844,0.000450135,0.000609944
35,60.5,0.0006965,0.000588343,0.000797357
40,60.5,0.000955621,0.000807228,0.001094084
45,60.5,0.001390289,0.001173923,0.001592418
50,60.5,0.002142157,0.001807679,0.002455091
55,60.5,0.002974238,0.002507501,0.003411599
60,60.5,0.00480461,0.004046056,0.005516641
65,60.5,0.007213916,0.006066681,0.008292907
70,60.5,0.010697509,0.008984332,0.012312623
75,60.5,0.015614763,0.013092743,0.017999253
80,60.5,0.024266496,0.020293265,0.028041587
85,60.5,0.062178045,0.051997436,0.071850961
25,61,0.000409038,0.000345681,0.000468056
30,61,0.000528574,0.000446605,0.000604955
35,61,0.000690574,0.000583438,0.000790439
40,61,0.000949863,0.000802501,0.001087311
45,61,0.001385002,0.001169656,0.001586101
50,61,0.002136368,0.001803092,0.002448061
55,61,0.002972699,0.002506609,0.003409293
60,61,0.004808034,0.004049584,0.005519718
65,61,0.007239763,0.006089354,0.008321362
70,61,0.010739126,0.009020629,0.012358727
75,61,0.015701511,0.013167364,0.01809672
80,61,0.024444736,0.020445006,0.028243899
85,61,0.062731942,0.05246754,0.072481632
25,61.5,0.000408685,0.000345444,0.00046757
30,61.5,0.000522126,0.000441235,0.000597472
35,61.5,0.000681987,0.000576285,0.000780478
40,61.5,0.000940405,0.000794649,0.0010763
45,61.5,0.001375478,0.001161812,0.00157493
50,61.5,0.002120776,0.001790234,0.002429793
55,61.5,0.002948363,0.0024865,0.003380836
60,61.5,0.004779283,0.004026018,0.005485846
65,61.5,0.007214785,0.006069301,0.008291384
70,61.5,0.01069075,0.008981354,0.012301228
75,61.5,0.015662605,0.013136643,0.018049315
80,61.5,0.024435337,0.020439867,0.028229365
85,61.5,0.062719553,0.052464157,0.072457898
25,62,0.00040893,0.00034571,0.000467772
30,62,0.000525905,0.000444505,0.000601696
35,62,0.000686621,0.0005803,0.00078565
40,62,0.000944791,0.000798491,0.001081142
45,62,0.001379359,0.001165285,0.001579117
50,62,0.002112275,0.00178335,0.002419667
55,62,0.002937483,0.002477723,0.003367834
60,62,0.004758175,0.004008862,0.005460782
65,62,0.00720454,0.006061606,0.008278373
70,62,0.010655187,0.008952794,0.012258544
75,62,0.015640852,0.013120226,0.018021761
80,62,0.024292263,0.020322815,0.028060491
85,62,0.062246554,0.052075232,0.071902265
25,62.5,0.000420025,0.000355152,0.000480383
30,62.5,0.000542728,0.000458803,0.00062084
35,62.5,0.000710375,0.000600478,0.000812694
40,62.5,0.000975325,0.000824437,0.001115897
45,62.5,0.001418091,0.001198208,0.001623193
50,62.5,0.002182257,0.001842738,0.002499432
55,62.5,0.00303511,0.002560482,0.003479216
60,62.5,0.004932789,0.004156638,0.00566031
65,62.5,0.007413841,0.006238657,0.008517597
70,62.5,0.010984297,0.009230691,0.012635349
75,62.5,0.015991086,0.013415936,0.01842276
80,62.5,0.02487843,0.020815924,0.028733922
85,62.5,0.063734,0.053326603,0.073611062
25,63,0.000397219,0.000335928,0.000454222
30,63,0.000503717,0.0004259,0.000576114
35,63,0.000656941,0.000555408,0.000751434
40,63,0.00090986,0.000769234,0.00104082
45,63,0.001340458,0.001132808,0.001534075
50,63,0.002070421,0.001748596,0.002370951
55,63,0.002898839,0.002445926,0.003322472
60,63,0.004742156,0.003996642,0.005440702
65,63,0.007185628,0.006047569,0.008254141
70,63,0.010606635,0.008914674,0.012199111
75,63,0.015582906,0.013075376,0.017949954
80,63,0.024294351,0.020329941,0.028055634
85,63,0.06270503,0.052472676,0.072413103
25,63.5,0.000422662,0.000357505,0.000483237
30,63.5,0.000536234,0.000453469,0.000613206
35,63.5,0.000700105,0.000591999,0.000800679
40,63.5,0.000958453,0.00081045,0.001096231
45,63.5,0.001400872,0.001184054,0.001602961
50,63.5,0.00214112,0.001808594,0.002451532
55,63.5,0.002975871,0.002511312,0.00341024
60,63.5,0.004878201,0.004111928,0.005595953
65,63.5,0.00736737,0.006201448,0.008461679
70,63.5,0.010885056,0.009149994,0.012517578
75,63.5,0.015958752,0.013392588,0.018380416
80,63.5,0.024722977,0.020691235,0.028547085
85,63.5,0.063327836,0.05300055,0.073123263
25,64,0.000424066,0.000358755,0.00048476
30,64,0.000532555,0.000450436,0.000608897
35,64,0.00069617,0.000588774,0.000796045
40,64,0.000955004,0.000807672,0.001092106
45,64,0.001391964,0.001176722,0.001592507
50,64,0.002134252,0.00180309,0.002443276
55,64,0.002982454,0.002517275,0.003417246
60,64,0.004859013,0.004096402,0.005573085
65,64,0.007337928,0.006177616,0.008426604
70,64,0.010854033,0.009125262,0.012480098
75,64,0.015966476,0.013400959,0.018386772
80,64,0.024734695,0.020703727,0.02855698
85,64,0.063570516,0.053210546,0.073394154
25,64.5,0.000444993,0.000376523,0.000508598
30,64.5,0.000549566,0.000464902,0.000628242
35,64.5,0.000724166,0.000612554,0.000827921
40,64.5,0.000989647,0.000837111,0.001131538
45,64.5,0.001429812,0.001208918,0.001635545
50,64.5,0.002198376,0.001857564,0.002516289
55,64.5,0.00308852,0.002607211,0.00353823
60,64.5,0.005029097,0.004240443,0.005767295
65,64.5,0.007513149,0.006326077,0.008626554
70,64.5,0.011146224,0.009372278,0.01281424
75,64.5,0.016239193,0.013631757,0.018698278
80,64.5,0.025020967,0.020946023,0.028883843
85,64.5,0.064353232,0.05387257,0.074288471
25,65,0.000437954,0.000370629,0.000500472
30,65,0.000548656,0.000464209,0.0006271
35,65,0.000721078,0.000610043,0.000824258
40,65,0.0009852,0.000833486,0.001126274
45,65,0.001428023,0.001207599,0.001633244
50,65,0.002208213,0.001866171,0.002527159
55,65,0.003084181,0.00260395,0.003532725
60,65,0.005044706,0.004254248,0.005784345
65,65,0.007534093,0.006344646,0.008649363
70,65,0.01119789,0.009417051,0.012871848
75,65,0.016310214,0.013693225,0.01877757
80,65,0.02530117,0.02118324,0.029203747
85,65,0.065138988,0.05453719,0.075186349
25,65.5,0.000448654,0.000379748,0.000512614
30,65.5,0.000562144,0.000475703,0.000642411
35,65.5,0.000742818,0.000628542,0.000848968
40,65.5,0.001012651,0.000856854,0.001157464
45,65.5,0.001455611,0.001231135,0.001664526
50,65.5,0.00222556,0.001881139,0.002546605
55,65.5,0.003136157,0.002648259,0.0035917
60,65.5,0.005063506,0.004270771,0.005805012
65,65.5,0.00753798,0.006348885,0.008652536
70,65.5,0.011229865,0.009445341,0.012906754
75,65.5,0.016364738,0.013740943,0.018837735
80,65.5,0.025184902,0.021088634,0.029065815
85,65.5,0.065046026,0.054466434,0.075069414
