year,age,cause,lossvsl_percapita_mean,lossvsl_percapita_lower,lossvsl_percapita_upper,lossvsly_percapita_mean,lossvsly_percapita_lower,lossvsly_percapita_upper,lossvslage_percapita_mean,lossvslage_percapita_lower,lossvslage_percapita_upper,lossvslyage_percapita_mean,lossvslyage_percapita_lower,lossvslyage_percapita_upper
2000,25,COPD,0.757718128,0.238345527,1.624181079,0.759880006,0.239464511,1.626651496,0.23111264,0.072671151,0.496512166,0.525623847,0.164851727,1.128935515
2001,25,COPD,0.741192718,0.234373198,1.589593933,0.743136015,0.235434124,1.59147194,0.226415933,0.071587543,0.486258126,0.511303149,0.161668836,1.099765798
2002,25,COPD,0.766878894,0.246501124,1.633438253,0.769692463,0.247833375,1.63689039,0.234315493,0.075285615,0.499655965,0.532937645,0.170927756,1.137154891
2003,25,COPD,0.80072313,0.260302611,1.689712365,0.803693602,0.261688959,1.693490848,0.244694725,0.079483539,0.517134228,0.555883134,0.180550945,1.177336146
2004,25,COPD,0.785927192,0.256685491,1.659698711,0.787669284,0.257600092,1.661168177,0.23890189,0.077913667,0.505426949,0.543533361,0.176923737,1.150001237
2005,25,COPD,0.800595657,0.264863628,1.673545368,0.807948913,0.267714728,1.686359868,0.250152002,0.082716842,0.523243075,0.568292769,0.187916447,1.190378652
2006,25,COPD,0.782716406,0.26058155,1.635223581,0.790579106,0.263574102,1.649193188,0.245533437,0.081649601,0.513568321,0.559621214,0.185515913,1.172095413
2007,25,COPD,0.737484316,0.244659634,1.544094212,0.743603774,0.247066748,1.554583085,0.228670041,0.07580521,0.479255009,0.522671119,0.172739928,1.098477855
2008,25,COPD,0.750721026,0.249867361,1.564072963,0.756313588,0.252093926,1.573392238,0.233009335,0.077472754,0.485960868,0.532220367,0.176478631,1.113312426
2009,25,COPD,0.706443381,0.232598537,1.487153878,0.712271535,0.234896358,1.497271802,0.219949149,0.072403495,0.463464581,0.498094488,0.163633105,1.051426818
2010,25,COPD,0.681604701,0.221832579,1.446127145,0.692149141,0.225734005,1.465745544,0.217634112,0.070977601,0.461416917,0.493974629,0.160576832,1.050199133
2011,25,COPD,0.60413826,0.195590023,1.283381859,0.613834728,0.199151818,1.301550992,0.192933917,0.062583308,0.409629855,0.438709614,0.142035007,0.933920546
2012,25,COPD,0.648462552,0.208267724,1.382610454,0.657749173,0.211673307,1.400173005,0.205501991,0.066084603,0.43825899,0.470789828,0.151147131,1.005753059
2013,25,COPD,0.640324997,0.205750954,1.366804054,0.649953151,0.209248898,1.38510093,0.203467241,0.065473155,0.43439167,0.46351192,0.149006973,0.990367023
2014,25,COPD,0.594872668,0.188220033,1.286222459,0.605204073,0.191889729,1.306327611,0.19064017,0.060451681,0.412076343,0.433541683,0.137252396,0.938804147
2015,25,COPD,0.668413142,0.211050515,1.435548974,0.681896574,0.215680609,1.462382596,0.216059939,0.068309184,0.464123321,0.488715651,0.15366733,1.051601223
2016,25,COPD,0.618553939,0.193625157,1.336447587,0.631074005,0.197849524,1.361698263,0.200175397,0.062722759,0.43280951,0.452067885,0.140863868,0.979607798
2000,30,COPD,1.21658367,0.387747697,2.592637429,1.184968446,0.378288014,2.521860492,0.539253057,0.172409931,1.146883364,0.949004643,0.301760912,2.02750695
2001,30,COPD,1.181077107,0.379123973,2.510075511,1.150450304,0.36989123,2.441683398,0.522022956,0.168139065,1.106712441,0.91630348,0.293813009,1.953081207
2002,30,COPD,1.187290614,0.385789218,2.505036016,1.158117449,0.376921397,2.440041076,0.526005562,0.17153092,1.106930531,0.925718868,0.299998874,1.957802544
2003,30,COPD,1.228743973,0.406068696,2.579244345,1.198364806,0.396580762,2.512070846,0.543930998,0.18026919,1.138932166,0.956454751,0.315373356,2.013566964
2004,30,COPD,1.208798617,0.398507765,2.538771896,1.177257068,0.388595108,2.469582904,0.531933642,0.175813194,1.114886489,0.935949654,0.307274216,1.970439586
2005,30,COPD,1.233402146,0.411420785,2.558978763,1.209539665,0.404038862,2.505881787,0.557983665,0.186715947,1.154306347,0.98035769,0.326842453,2.041118149
2006,30,COPD,1.204982638,0.404945961,2.494754476,1.182555592,0.397949606,2.444923656,0.548322465,0.184711518,1.13273733,0.964336663,0.323428967,2.006104331
2007,30,COPD,1.129483151,0.376968691,2.34900013,1.106640301,0.369869132,2.298117968,0.508211952,0.170060276,1.054432817,0.896353335,0.297919459,1.873355764
2008,30,COPD,1.159600617,0.388962113,2.402571111,1.135233837,0.381343674,2.348841685,0.521256113,0.175260129,1.077753176,0.920730506,0.307459705,1.918033205
2009,30,COPD,1.09573904,0.363665029,2.280923568,1.07501989,0.357337639,2.234760629,0.494531935,0.164661613,1.026893413,0.867254092,0.287034596,1.811528453
2010,30,COPD,1.069789039,0.348466829,2.248676254,1.056303647,0.344814564,2.216180882,0.494698227,0.161921296,1.036065723,0.869948517,0.282481993,1.834405894
2011,30,COPD,0.952360676,0.310107636,2.011520542,0.941370041,0.307147853,1.984853729,0.441172184,0.144292408,0.928480114,0.777119647,0.252564316,1.646597097
2012,30,COPD,1.025693754,0.329370362,2.182884365,1.011250856,0.325328258,2.149019464,0.472102065,0.152280261,1.001704876,0.836205527,0.26799732,1.785343649
2013,30,COPD,1.013101648,0.323823747,2.15565468,1.00012592,0.320229525,2.125236528,0.466546641,0.149780978,0.989944626,0.824124327,0.26320581,1.757086723
2014,30,COPD,0.938412263,0.295299946,2.021780453,0.928968438,0.292929755,1.998307864,0.435881883,0.137903715,0.935875165,0.768563215,0.241958005,1.66017172
2015,30,COPD,1.051353942,0.329560026,2.26769766,1.04474239,0.328018357,2.250346381,0.493473752,0.155349354,1.061436318,0.865004168,0.270394484,1.872539209
2016,30,COPD,0.972627533,0.302336238,2.108801555,0.966945004,0.30104793,2.093969082,0.456986431,0.142666184,0.988252751,0.800710849,0.248146322,1.743399459
2000,35,COPD,1.812763491,0.576161733,3.844707343,1.706093462,0.543541941,3.612447642,1.29619312,0.414698397,2.735238839,1.526408608,0.484564074,3.245396139
2001,35,COPD,1.762711129,0.565419415,3.726682519,1.659783323,0.533601321,3.502964327,1.256789823,0.405879084,2.642308643,1.479205177,0.474048542,3.141984127
2002,35,COPD,1.805412016,0.587967661,3.766805443,1.702410338,0.555709219,3.545928071,1.29448246,0.424650202,2.685525995,1.524313359,0.496145469,3.184843909
2003,35,COPD,1.851524284,0.608886483,3.838899527,1.74627981,0.57552083,3.615364379,1.327757967,0.43950269,2.738995853,1.561512359,0.513404308,3.245154572
2004,35,COPD,1.7983018,0.588373076,3.760533796,1.694308655,0.555325939,3.53770743,1.281693195,0.421805901,2.66733282,1.507344455,0.49234423,3.159664341
2005,35,COPD,1.850987304,0.614825266,3.840636281,1.756266308,0.584502798,3.637754273,1.354830445,0.452927059,2.795653278,1.594037232,0.529625068,3.319643427
2006,35,COPD,1.827306076,0.609785661,3.770250663,1.735065218,0.580188204,3.573666811,1.345066803,0.451459793,2.761391402,1.584229411,0.528096513,3.280446758
2007,35,COPD,1.686085503,0.560242202,3.486337709,1.597888923,0.531978198,3.298555241,1.22731082,0.410156773,2.525671466,1.449632668,0.480755752,3.010284732
2008,35,COPD,1.722866649,0.572703061,3.551978917,1.631043446,0.543274444,3.356920946,1.251655278,0.418302669,2.56872051,1.478695976,0.490584057,3.064794248
2009,35,COPD,1.647276032,0.544111713,3.416249167,1.564888659,0.517923518,3.23987408,1.201546513,0.39936714,2.478793642,1.412910942,0.466545224,2.938970339
2010,35,COPD,1.60751031,0.527055572,3.358446871,1.536806532,0.505237728,3.203394701,1.20182032,0.396918862,2.495100207,1.41551603,0.463101146,2.966153966
2011,35,COPD,1.444618956,0.473584588,3.038150521,1.381986256,0.454062449,2.900622654,1.081238678,0.356735715,2.260787779,1.274442102,0.416872686,2.69030782
2012,35,COPD,1.543491856,0.500953395,3.264201915,1.471384173,0.478404763,3.106809027,1.147236297,0.37462411,2.413786323,1.356944097,0.439467053,2.880838747
2013,35,COPD,1.54272525,0.499292398,3.271109039,1.472804172,0.477404068,3.118598177,1.148446388,0.373944512,2.423067628,1.355631273,0.438232058,2.884408351
2014,35,COPD,1.448191491,0.46190201,3.102155641,1.387373799,0.443435782,2.967236375,1.088472976,0.349664261,2.319649203,1.281934095,0.408913567,2.754306955
2015,35,COPD,1.611358191,0.510315491,3.434431182,1.550959086,0.492123379,3.301673197,1.221646341,0.389349831,2.59245309,1.435530771,0.453136382,3.071824465
2016,35,COPD,1.492827518,0.468734587,3.202027554,1.437719081,0.452239907,3.080626994,1.132634368,0.357807968,2.419488282,1.329831976,0.415983922,2.867161297
2000,40,COPD,3.412847997,1.139841996,6.973471469,3.062711736,1.025917919,6.245041481,2.179709973,0.733745972,4.428323349,2.892108453,0.965877459,5.953578367
2001,40,COPD,3.414974647,1.147295963,6.950869484,3.064391643,1.032464618,6.225437158,2.175208914,0.736651793,4.401016241,2.894975978,0.968203885,5.913679297
2002,40,COPD,3.467799083,1.179159877,6.986024424,3.120909665,1.064512636,6.274129485,2.225378757,0.763399537,4.454488197,2.954925532,1.004142479,5.980977869
2003,40,COPD,3.621710346,1.23897052,7.239218281,3.25861816,1.1179757,6.501445666,2.324363758,0.80174295,4.618061175,3.078847004,1.052739683,6.171649903
2004,40,COPD,3.405169828,1.154435631,6.849377731,3.064713429,1.041750042,6.155104975,2.172715938,0.742153214,4.346015263,2.879338721,0.97437678,5.821241517
2005,40,COPD,3.419241394,1.180617884,6.801611289,3.105259044,1.075037606,6.165058538,2.252580877,0.783924634,4.452117861,2.984727802,1.028356683,5.942150078
2006,40,COPD,3.426865509,1.189142255,6.794217703,3.114710567,1.083813217,6.162247964,2.269271115,0.793235346,4.47265142,3.012402464,1.041602644,5.985092509
2007,40,COPD,3.145680147,1.079593604,6.293488616,2.850573007,0.980701887,5.691888252,2.058735209,0.711590666,4.094579515,2.74283242,0.937947868,5.502935414
2008,40,COPD,3.171138219,1.091455314,6.338934208,2.869904706,0.990147864,5.724870789,2.072124566,0.717528061,4.119617825,2.759072679,0.944854117,5.535182317
2009,40,COPD,3.023018757,1.037136002,6.078886639,2.749279265,0.945406034,5.516777364,1.984993922,0.68592871,3.967040455,2.630633986,0.899974574,5.303125777
2010,40,COPD,2.969030517,1.010917985,6.019302335,2.717134185,0.928267796,5.492758456,1.999389898,0.686547033,4.023640631,2.647778818,0.901674444,5.38818113
2011,40,COPD,2.677178778,0.908281382,5.469617135,2.451470958,0.834104848,4.995512056,1.805158557,0.617365639,3.661563627,2.391406573,0.811792371,4.909395116
2012,40,COPD,2.82488555,0.944872585,5.825478797,2.576782536,0.863985415,5.302336194,1.890162951,0.637087809,3.872855654,2.507698776,0.838387494,5.195793077
2013,40,COPD,2.82497767,0.944974108,5.815632994,2.581654314,0.86527263,5.30533487,1.89316928,0.637979687,3.873645963,2.504502755,0.835872262,5.183736555
2014,40,COPD,2.6917123,0.894589335,5.598384089,2.470433065,0.823128926,5.126751789,1.823406067,0.611061621,3.767288937,2.408012275,0.799357703,5.027048278
2015,40,COPD,2.982961989,0.983092618,6.194626438,2.751548032,0.908861636,5.704652928,2.034971791,0.675411506,4.203621945,2.683723201,0.880565209,5.607656596
2016,40,COPD,2.761509586,0.90171946,5.769575923,2.549466835,0.834259587,5.319009116,1.884683897,0.619554255,3.918843718,2.485725079,0.807314175,5.226519162
2000,45,COPD,6.825370029,2.401726675,13.53095571,5.794633821,2.046061445,11.46079093,5.885129398,2.092651371,11.57646482,5.839060407,2.05428934,11.63222686
2001,45,COPD,6.634111468,2.351974057,13.12168878,5.647141169,2.0080292,11.14433802,5.741401758,2.056607504,11.26166609,5.676369614,2.012086278,11.26428307
2002,45,COPD,6.790056033,2.449752278,13.26319903,5.800653905,2.098641296,11.30659592,5.931140412,2.161345968,11.49076366,5.862192404,2.111901353,11.47247508
2003,45,COPD,7.017695849,2.545778572,13.60376127,5.999694565,2.182067557,11.60962094,6.127218067,2.244371437,11.78621481,6.06062615,2.192927148,11.77606472
2004,45,COPD,6.901537884,2.477412283,13.51769699,5.888602876,2.118112289,11.5148035,5.984583767,2.167141613,11.64080246,5.911245044,2.111997274,11.619377
2005,45,COPD,7.336021785,2.664726675,14.20038759,6.302579892,2.295171509,12.17733155,6.538799315,2.398093612,12.55885061,6.466016419,2.348627077,12.54147369
2006,45,COPD,7.31835761,2.669415277,14.12114406,6.293873166,2.302254618,12.11672293,6.576690349,2.42021443,12.59944593,6.500859277,2.368744166,12.57544478
2007,45,COPD,6.642556142,2.397653331,13.01375643,5.687747443,2.057468766,11.12037608,5.899011782,2.147487369,11.4755016,5.841952951,2.099233129,11.49074121
2008,45,COPD,6.7213218,2.42156163,13.16248336,5.746652804,2.076230423,11.23013812,5.943167794,2.159055457,11.56233303,5.898317132,2.111015811,11.63415461
2009,45,COPD,6.457173596,2.321938176,12.65826037,5.556991854,2.003348459,10.86966499,5.746451527,2.085569922,11.18421,5.673482938,2.0333781,11.18611541
2010,45,COPD,6.330645591,2.260942994,12.45457701,5.485642396,1.966740522,10.76004968,5.7849067,2.088238504,11.2845628,5.7093116,2.037699855,11.264863
2011,45,COPD,5.731316385,2.040826957,11.34009822,4.969481306,1.775594431,9.806483902,5.253618324,1.890354381,10.30713767,5.179448092,1.840568419,10.27956406
2012,45,COPD,5.953199858,2.088550265,11.88381981,5.142122944,1.809564309,10.24193243,5.407084597,1.915976977,10.71049958,5.332088153,1.86649845,10.70666471
2013,45,COPD,5.935794517,2.081549496,11.85005815,5.138565154,1.806505891,10.2392853,5.397166399,1.91160327,10.6918551,5.316939186,1.85942008,10.6756862
2014,45,COPD,5.727572296,2.003696815,11.50805988,4.985196715,1.749405578,9.992662319,5.275915175,1.865816552,10.51102136,5.18605049,1.811735208,10.45466422
2015,45,COPD,6.297721361,2.186330538,12.61875427,5.511874962,1.918689351,11.02725875,5.837088428,2.046381534,11.61095302,5.73864218,1.984768276,11.56079289
2016,45,COPD,5.81182711,1.987649341,11.73373745,5.092129625,1.746449227,10.26630852,5.390661312,1.861844107,10.80965926,5.292411975,1.802198772,10.75310828
2000,50,COPD,15.2340088,5.488453006,29.62218065,11.98974757,4.332108054,23.27056817,10.68305147,3.885421115,20.63932019,12.0420463,4.31951134,23.5809328
2001,50,COPD,14.95010403,5.423947686,28.9904697,11.79224364,4.289321611,22.82456751,10.48823198,3.841002859,20.19694727,11.85387812,4.260791612,23.13269733
2002,50,COPD,15.34570397,5.62953825,29.56227198,12.16246043,4.474560199,23.37823359,10.8663082,4.02534758,20.77965014,12.23701258,4.481028026,23.74101822
2003,50,COPD,15.8815371,5.898239255,30.40697065,12.60424309,4.692137534,24.08182762,11.29598904,4.233474013,21.47205288,12.69582074,4.703017592,24.45648464
2004,50,COPD,14.92655987,5.48660179,28.81715802,11.87378193,4.373133783,22.88716332,10.55659159,3.912886716,20.2501583,11.85207063,4.342395896,23.04590575
2005,50,COPD,15.26557375,5.698654761,29.17834777,12.25093393,4.583437101,23.37071654,11.18390815,4.213024704,21.21982844,12.54382616,4.665949549,24.09726304
2006,50,COPD,15.44450567,5.795464168,29.43680997,12.41073555,4.670114992,23.59730537,11.43793457,4.329453204,21.64836363,12.8160101,4.789533692,24.54986756
2007,50,COPD,13.96921966,5.155610021,26.98451526,11.16911347,4.131620167,21.53271957,10.17627431,3.787985686,19.53151231,11.43010429,4.202295852,22.28737908
2008,50,COPD,14.22683354,5.236062574,27.48549577,11.35639611,4.190955305,21.89597153,10.35224636,3.840956671,19.8867615,11.6258219,4.259570209,22.68168425
2009,50,COPD,13.85755633,5.096813159,26.774353,11.14503649,4.110102242,21.48943348,10.14218003,3.765635282,19.46682348,11.33735942,4.164620873,22.09135037
2010,50,COPD,13.74912721,5.03421842,26.67968053,11.13009609,4.091372884,21.53453834,10.34054972,3.827416486,19.90991419,11.56456558,4.229247014,22.60886051
2011,50,COPD,12.60480412,4.595076437,24.59283233,10.20332321,3.733157258,19.85890633,9.496923345,3.499533313,18.39019504,10.62524041,3.865465456,20.88526903
2012,50,COPD,13.06022195,4.71084994,25.65186102,10.53148565,3.811065116,20.64538415,9.759529562,3.554756551,19.04867803,10.8939409,3.921728703,21.57889955
2013,50,COPD,13.00026513,4.686594321,25.46146083,10.5119128,3.799607735,20.55829217,9.729875709,3.541689096,18.93636576,10.8546856,3.902899326,21.4293823
2014,50,COPD,12.68618755,4.567082112,24.93224081,10.32889569,3.731278948,20.25400523,9.626434219,3.504458724,18.77359073,10.70804031,3.844492625,21.18497708
2015,50,COPD,13.83186901,4.95730543,27.2001404,11.32947896,4.070677002,22.24910113,10.56420764,3.822234594,20.64109249,11.74321311,4.184281652,23.31111068
2016,50,COPD,12.73585318,4.514241762,25.26633783,10.44884757,3.712892012,20.70225129,9.728238998,3.480593124,19.18098765,10.81336617,3.804990905,21.65113608
2000,55,COPD,29.58102706,10.78472211,57.16141728,21.31969094,7.803798158,41.08457068,24.70455671,9.108796237,47.37385005,21.86749063,7.926450244,42.58927675
2001,55,COPD,28.9523799,10.60073472,55.96306783,20.91939565,7.688982144,40.31449042,24.22107252,8.971100722,46.4197149,21.36505094,7.796563702,41.64125829
2002,55,COPD,29.58502083,10.98385119,56.66533343,21.49299414,8.008394712,41.04822472,25.04481413,9.400675303,47.56771024,22.07557049,8.178101074,42.53276446
2003,55,COPD,30.57700604,11.45187694,58.01146018,22.25297796,8.361706264,42.12159617,25.92291829,9.813040588,48.79143597,22.84671611,8.533058902,43.63519552
2004,55,COPD,28.74284057,10.60918991,55.15997382,20.963576,7.760012629,40.15516662,24.25715421,9.043361997,46.21687461,21.30638848,7.838149693,41.22903074
2005,55,COPD,29.73663377,11.15992668,56.46373586,21.8628616,8.229010608,41.42782069,25.99140187,9.853915829,48.95563787,22.78132556,8.511666233,43.55241254
2006,55,COPD,30.2472502,11.41659284,57.23409891,22.28159995,8.439852854,42.0460352,26.6712028,10.16634066,50.09521042,23.3796438,8.805247971,44.49893386
2007,55,COPD,27.2161501,10.11563094,52.23056209,19.94020904,7.431777799,38.18777109,23.67231632,8.87995479,45.12201998,20.79207852,7.688160817,40.34049794
2008,55,COPD,27.75536244,10.31852189,53.28441462,20.32615756,7.579952177,38.94503834,24.14684391,9.055604013,46.07507052,21.15185193,7.830843421,41.06501046
2009,55,COPD,27.14277981,10.108732,52.24677663,20.0480045,7.488798303,38.49856246,23.76246453,8.936714471,45.41288067,20.75136148,7.706060434,40.32845328
2010,55,COPD,26.85230295,9.981484441,51.82947147,19.98398218,7.459338725,38.45229696,24.20013092,9.095742933,46.32023626,21.09994692,7.829017654,41.09819508
2011,55,COPD,24.66959603,9.149611517,47.78844603,18.36291761,6.835334973,35.47834434,22.31994605,8.369860696,42.88752991,19.40619979,7.184804788,37.97279489
2012,55,COPD,25.49506736,9.354587788,49.78812637,18.90437901,6.960139517,36.83686938,22.83937946,8.470056317,44.26912811,19.87600764,7.243589679,39.17660605
2013,55,COPD,25.47866403,9.358311395,49.67328563,18.9442132,6.976555481,36.86743625,22.88818761,8.496133736,44.28477581,19.86132783,7.258455753,39.1098572
2014,55,COPD,25.34589705,9.297501843,49.38114418,19.00565242,6.997464253,36.93222521,23.17426373,8.60579997,44.74673781,20.0578186,7.338865421,39.37566975
2015,55,COPD,27.23266707,9.886977786,53.33934001,20.57689775,7.493265817,40.23645038,24.9742824,9.166130987,48.5569099,21.67732353,7.822747612,42.85176277
2016,55,COPD,25.09859314,9.029131366,49.58345384,19.00080321,6.853838933,37.47362926,23.01258716,8.363240956,45.14057099,19.98640024,7.13467313,39.87888631
2000,60,COPD,65.82880834,24.54828429,125.1896846,42.18743081,15.79626582,79.94776081,45.81606479,17.26276775,86.44998752,39.88308445,14.76358868,76.69145438
2001,60,COPD,64.34434498,23.94086049,122.4458008,41.43282661,15.48820946,78.56606554,44.75865515,16.84580527,84.44957877,38.86755877,14.36978417,74.98267511
2002,60,COPD,65.51287789,24.72884388,123.5978736,42.51466049,16.1131273,79.94990743,46.22828674,17.64360748,86.49122653,40.16843444,15.07286088,76.6296505
2003,60,COPD,68.43483885,26.01563881,128.1825136,44.39184022,16.93638839,82.93931785,48.42351946,18.6009461,89.98953208,41.99124034,15.86259785,79.54290576
2004,60,COPD,65.29806531,24.46758974,123.7314356,42.40521642,15.94376325,80.17675254,45.80391116,17.33051592,86.19646444,39.70142123,14.7452151,76.21165322
2005,60,COPD,66.95329982,25.38242531,125.9587268,43.86357611,16.68613728,82.32763909,48.56800379,18.60469689,90.6758678,41.98170722,15.7977985,79.82086103
2006,60,COPD,67.23122239,25.68062165,125.9866947,44.21333514,16.95782567,82.59953775,49.50494596,19.09377692,92.13089663,42.69301271,16.20236906,80.80879777
2007,60,COPD,59.72539849,22.51076962,113.3574269,39.08407043,14.7797737,73.99880131,43.35148671,16.48797175,81.75652051,37.48652539,13.99456846,72.5169336
2008,60,COPD,61.12106022,23.07891181,115.7077019,39.97545245,15.1479361,75.51034288,44.39635681,16.90633063,83.5834836,38.23677202,14.33046155,73.83055548
2009,60,COPD,60.09236797,22.69632744,113.7451678,39.70188931,15.04476597,74.97063052,43.86213085,16.7218151,82.48895718,37.71818405,14.13227967,72.57191108
2010,60,COPD,58.98116873,22.21042459,111.949003,39.28433581,14.86256635,74.31896111,44.32752123,16.87071013,83.48877203,38.10840775,14.26358687,73.35765949
2011,60,COPD,54.21050432,20.33878422,103.4796346,36.12845937,13.61146311,68.76920012,40.86363041,15.49376233,77.411186,35.05551775,13.08087942,68.02883184
2012,60,COPD,56.8179735,21.16915502,108.8247276,37.73343631,14.1123577,72.11694858,42.55372434,16.01674792,80.94879187,36.40938164,13.46651735,70.91463054
2013,60,COPD,56.40543394,21.05051097,108.0106599,37.64295209,14.09024002,71.96199457,42.39024254,15.98124312,80.61683166,36.26137024,13.43322901,70.5654167
2014,60,COPD,55.91616222,20.91234143,106.8257221,37.70697931,14.15788736,71.84696369,42.94980153,16.24990234,81.34802279,36.57191755,13.6149454,70.6894331
2015,60,COPD,59.39826555,21.99175143,113.7548243,40.38746339,14.99986281,77.25313598,45.64638758,17.06137284,86.85367289,39.01725434,14.32221669,76.04269343
2016,60,COPD,54.86995922,20.11886052,105.8930488,37.39251439,13.75065891,72.08055674,42.38710051,15.68203916,81.32871931,36.07840101,13.08760781,70.81426581
2000,65,COPD,127.6045309,48.76321246,236.5036247,71.60592677,27.45076497,132.3636454,64.77359779,24.9643203,119.2705505,61.15015339,23.11417915,115.2169023
2001,65,COPD,123.4805109,47.1863459,228.907671,69.83021376,26.78678901,129.0607839,62.77568279,24.23556857,115.4691401,59.52852877,22.52227409,111.5190592
2002,65,COPD,125.9191503,48.5484949,232.3341675,71.7358584,27.75825813,131.9697526,65.00742843,25.30646091,119.0545904,61.28379458,23.3388474,114.8033883
2003,65,COPD,130.6830682,50.85148123,239.6716031,74.38686152,29.02173406,136.0892882,67.41072854,26.4581763,122.7545129,63.62902175,24.47840209,118.8406074
2004,65,COPD,121.785797,46.68235344,225.6998623,69.71170547,26.78139011,128.9792307,62.58823025,24.18153036,115.3230552,58.71861308,22.26447879,110.9393047
2005,65,COPD,123.3104042,47.83275068,227.3105738,71.193759,27.67764849,130.9699943,65.68937939,25.6933775,120.3020428,61.62173683,23.65154454,115.4464529
2006,65,COPD,124.035535,48.3026179,227.9260662,71.88231525,28.09458794,131.7134466,66.89802191,26.27240443,122.2005194,62.63336028,24.1501045,117.0104142
2007,65,COPD,109.7251039,42.11960957,204.4127799,63.34127568,24.39034423,117.7016618,58.33069936,22.56535159,108.0715338,54.77465757,20.75507209,103.9373559
2008,65,COPD,112.4588766,43.16881458,210.0254271,64.91128876,25.00243223,120.9082541,59.75266258,23.098578,111.0304021,55.98937313,21.16316363,107.0052496
2009,65,COPD,110.9873333,42.64573156,207.360446,64.75350291,24.96200461,120.6397977,59.24795963,22.95068504,110.0391588,55.34490253,20.99292706,105.5606457
2010,65,COPD,107.9242059,41.26333423,202.6883645,63.47045568,24.38449763,118.755093,59.42708652,22.93615068,110.8276634,55.37380235,20.90989147,105.7694401
2011,65,COPD,98.72853921,37.70365282,186.3308123,58.17033579,22.30804432,109.4343374,54.56052065,21.03504134,102.2458359,50.78187499,19.18165075,97.86063012
2012,65,COPD,103.5476137,39.29395897,195.793933,60.78270803,23.15720565,114.6779328,56.82309698,21.75841257,106.8075411,52.90415452,19.82470859,102.295878
2013,65,COPD,102.439544,38.89625607,193.4747309,60.45949536,23.02309049,114.0247793,56.5036445,21.6506011,106.0960915,52.49024683,19.7150099,101.2082718
2014,65,COPD,102.1839088,38.77113973,193.0666388,60.98218548,23.23300554,114.9426546,57.56960376,22.08615563,107.9327508,53.29042936,20.09117806,102.5394696
2015,65,COPD,107.9433336,40.51834386,204.9546504,65.12031156,24.52584313,123.4688278,60.97747822,23.09088452,115.1177489,56.35310337,20.9025808,109.7655405
2016,65,COPD,99.58463374,37.12138154,190.5840425,60.25280914,22.52101958,115.1668294,56.27735511,21.1471837,107.1462725,51.93589531,19.13117096,102.1617135
2000,70,COPD,226.2656984,88.07623476,413.7581224,108.8260488,42.4613695,198.5993833,93.08389286,36.50455507,169.192756,85.86146397,32.76601176,160.715099
2001,70,COPD,218.4771326,85.10374737,398.9184255,106.1461199,41.47292767,193.3869785,90.46479774,35.54236928,164.0726677,83.5629162,31.9170651,155.653613
2002,70,COPD,226.2508108,88.95601792,409.9609178,110.5395297,43.56420535,199.9431795,94.94618145,37.63722905,170.9514853,87.46325272,33.78772379,161.3482956
2003,70,COPD,235.0093908,93.40603017,423.0730095,114.6985705,45.64689167,206.2987115,98.7106934,39.52015378,176.6733365,90.66043699,35.57676481,166.2818789
2004,70,COPD,219.5380043,86.06998755,400.7097368,107.7048332,42.28508909,196.4176835,91.76870488,36.21265943,166.6696373,84.32939965,32.39375188,155.9254304
2005,70,COPD,224.188998,88.91887904,406.2801843,110.6854814,43.97296808,200.3678915,96.63656822,38.60532045,174.1129349,88.41800687,34.54340594,163.6764529
2006,70,COPD,225.6616978,89.84329993,408.342662,112.0259462,44.73301608,202.2340561,98.90511925,39.64353523,178.0439001,90.2711784,35.46346325,166.7097947
2007,70,COPD,197.8968676,77.68050053,362.8242337,97.90530274,38.53301076,179.1403446,85.62404956,33.83572634,156.2032677,78.28746031,30.29000528,146.9793684
2008,70,COPD,202.0386573,79.16225212,370.8946042,100.0381527,39.32433867,183.2828776,87.3024855,34.41895148,159.6380976,79.8842961,30.71004069,149.8478474
2009,70,COPD,200.3950004,78.41541826,368.4125011,100.3048999,39.37959472,184.0035487,86.77816986,34.21152216,158.744678,78.99716545,30.49172393,148.8103423
2010,70,COPD,193.7064061,75.30584337,358.0576213,97.74883822,38.17949027,180.0968366,86.13361873,33.77799595,158.2431997,78.65023291,30.14664849,149.0972488
2011,70,COPD,176.7356694,68.5144264,328.2322107,89.43238906,34.81358756,165.6688808,79.03005769,30.90393773,145.9328937,72.16326994,27.56163498,137.5291329
2012,70,COPD,186.7341841,71.99961833,348.4883353,94.17460716,36.44725834,175.3686312,82.85152965,32.20048707,153.8137003,75.47732259,28.68639469,144.5324861
2013,70,COPD,183.759607,70.83111788,342.961295,93.31743999,36.06762035,173.951803,82.07862236,31.89385597,152.366783,74.70248912,28.37946729,142.8215056
2014,70,COPD,183.0810879,70.60366113,342.0189027,94.0517322,36.39618301,175.3083617,83.57261178,32.53624843,155.0261227,75.66539092,28.85876279,144.7684031
2015,70,COPD,193.5814352,73.94652064,362.4000503,100.7801218,38.60541111,188.4736392,88.59587308,34.10485374,165.0212311,80.22513582,30.10698384,154.7883205
2016,70,COPD,177.3191999,66.87393001,335.2263943,92.68290679,35.05846463,175.0292967,81.36065671,30.92269744,153.0836391,73.57232266,27.18618354,143.4617483
2000,75,COPD,378.4306697,150.8326704,676.7809462,149.8567912,59.73774276,268.1140666,101.694221,40.71322634,181.3141506,106.6070559,41.54731386,196.5973487
