year,age,cause,lossvsl_percapita_mean,lossvsl_percapita_lower,lossvsl_percapita_upper,lossvsly_percapita_mean,lossvsly_percapita_lower,lossvsly_percapita_upper,lossvslage_percapita_mean,lossvslage_percapita_lower,lossvslage_percapita_upper,lossvslyage_percapita_mean,lossvslyage_percapita_lower,lossvslyage_percapita_upper
2005,25,LRI,7.51247792,2.843605758,14.37676625,7.522574322,2.854655503,14.36845156,2.293224419,0.870212734,4.388664423,5.099964112,1.926835889,9.808975484
2006,25,LRI,7.440725524,2.831438507,14.1590957,7.4682792,2.84964762,14.18131645,2.293191988,0.875076068,4.362417331,5.158845589,1.955185156,9.881798096
2007,25,LRI,6.957873758,2.616211015,13.38272519,6.964203965,2.625216024,13.36931813,2.11616563,0.797219956,4.071839664,4.77784821,1.787955157,9.262327637
2008,25,LRI,7.002894257,2.64338025,13.43853127,7.006876233,2.651759975,13.41923556,2.130887634,0.805938667,4.090207392,4.814165487,1.810408874,9.309708507
2009,25,LRI,6.941200507,2.614894005,13.31203628,6.958494465,2.628480644,13.31625455,2.1266556,0.803523694,4.075970579,4.777395189,1.797888191,9.209741055
2010,25,LRI,6.876257647,2.562448706,13.27295226,6.927399142,2.589479382,13.34111765,2.145054172,0.8032223,4.133679421,4.823440387,1.796191405,9.359871758
2011,25,LRI,6.122418202,2.257930735,11.94135605,6.17525987,2.28461236,12.01708554,1.906968247,0.706246851,3.715023686,4.3213648,1.596357309,8.469785049
2012,25,LRI,6.515515434,2.396028781,12.73306426,6.572160576,2.423920737,12.81747812,2.029369142,0.74884334,3.963868595,4.616886026,1.70003106,9.05575401
2013,25,LRI,6.352802028,2.337407631,12.41971449,6.413261198,2.366614244,12.51125662,1.981610151,0.731794875,3.870619105,4.490147542,1.657393603,8.798069155
2014,25,LRI,6.031937495,2.182275697,11.9165684,6.107049033,2.21601763,12.03949162,1.899941126,0.689996317,3.749797836,4.309551493,1.563758484,8.535741784
2015,25,LRI,6.565236973,2.38527116,12.87813927,6.657696632,2.424158398,13.03990285,2.082922702,0.758483012,4.08654857,4.650696647,1.690672822,9.145934214
2016,25,LRI,6.063932595,2.184349481,11.98536051,6.156805653,2.222078184,12.15268148,1.93366123,0.697806222,3.823703287,4.305493095,1.55202657,8.536474103
2000,30,LRI,8.44838201,3.20591022,16.41200856,8.208747726,3.122455409,15.91055565,3.681076865,1.40370785,7.124621904,6.361096189,2.408468899,12.41101277
2001,30,LRI,8.796504705,3.309343729,17.07954598,8.538532739,3.220461017,16.54062927,3.814682972,1.443322109,7.376846257,6.577111404,2.473323759,12.84020922
2002,30,LRI,9.007645025,3.411601568,17.33438107,8.749416898,3.322791615,16.7977787,3.925120386,1.496150182,7.519128609,6.786391828,2.567083058,13.11264421
2003,30,LRI,9.260598157,3.523235919,17.71295989,8.993269392,3.430659221,17.16179568,4.032519166,1.543494012,7.679708153,6.977965066,2.653754168,13.4235203
2004,30,LRI,9.237881397,3.466320768,17.78761808,8.952494106,3.367450376,17.20134173,3.988859511,1.50548994,7.651397049,6.902445075,2.585386575,13.36651982
2005,30,LRI,9.940237129,3.789459961,18.90182656,9.671181918,3.697157309,18.34584551,4.395787192,1.687474845,8.318547465,7.653923569,2.917593581,14.62110313
2006,30,LRI,9.929008937,3.805737501,18.7305268,9.675604022,3.720299841,18.20240218,4.434984025,1.712167411,8.326241344,7.776591099,2.976964332,14.76766816
2007,30,LRI,9.162903521,3.460958216,17.49122266,8.901098493,3.372165398,16.94958411,4.036832353,1.534703712,7.674564209,7.112019519,2.677876491,13.68265556
2008,30,LRI,9.164834348,3.476747837,17.45543881,8.902218463,3.387719899,16.91209577,4.03908493,1.542259081,7.660893109,7.11532357,2.693002972,13.6520599
2009,30,LRI,8.996327858,3.412483414,17.1270235,8.769408402,3.337351192,16.64876688,3.999539419,1.528643956,7.57490894,6.991619175,2.654289855,13.38060908
2010,30,LRI,8.973679826,3.381441466,17.15067645,8.788825751,3.324445536,16.74673472,4.061122781,1.544475643,7.714570124,7.112545882,2.681720726,13.64911708
2011,30,LRI,7.896780012,2.930227615,15.27912744,7.745702745,2.88517053,14.94187795,3.574536096,1.338370666,6.875267296,6.307433441,2.347510239,12.24018628
2012,30,LRI,8.464209063,3.121711841,16.37712377,8.304085752,3.073504922,16.02386444,3.830408296,1.424910883,7.370616861,6.786907,2.512461169,13.1557506
2013,30,LRI,8.342846297,3.088392095,16.14640633,8.197016782,3.044518637,15.82223985,3.787911198,1.414231856,7.287869016,6.684634144,2.485382368,12.93696469
2014,30,LRI,7.992385752,2.906103126,15.63203009,7.883485204,2.876459372,15.37830193,3.674760526,1.348251085,7.144888733,6.479270747,2.370033447,12.68145869
2015,30,LRI,8.559917223,3.101673687,16.73820268,8.470859811,3.078100845,16.5310005,3.956902427,1.444708544,7.703773424,6.875691646,2.498273382,13.46441367
2016,30,LRI,7.921243769,2.845579175,15.61642185,7.854930388,2.829040548,15.45844444,3.681398284,1.332150433,7.229304946,6.386432209,2.300293116,12.6147932
2000,35,LRI,11.23769438,4.297241698,21.72883629,10.5704009,4.052946108,20.38585728,7.880112729,3.03482623,15.15567553,9.201201928,3.508349821,17.89359207
2001,35,LRI,11.75710094,4.465413186,22.71750435,11.04811169,4.207500258,21.29287666,8.199927754,3.138349001,15.75382035,9.572828239,3.628042254,18.62145737
2002,35,LRI,12.12406786,4.646185038,23.23319639,11.40063329,4.381295627,21.78709972,8.506808056,3.287012661,16.19634734,9.946221422,3.804584059,19.15757862
2003,35,LRI,12.43950135,4.781334633,23.71980955,11.69854434,4.508858257,22.24912125,8.734525321,3.383050345,16.55491605,10.22126486,3.923307058,19.59478783
2004,35,LRI,12.41792282,4.701112681,23.80776285,11.65457055,4.423310781,22.29163131,8.654225632,3.299949109,16.50555881,10.1199806,3.819562001,19.53396361
2005,35,LRI,13.45028948,5.167371597,25.41507399,12.65545393,4.875610485,23.85297726,9.572906286,3.70873031,17.97705785,11.2747224,4.327695087,21.4146267
2006,35,LRI,13.51694517,5.237633216,25.42133864,12.73030387,4.94957039,23.86675139,9.738126445,3.806055181,18.19597624,11.51172485,4.454411397,21.74129223
2007,35,LRI,12.38422937,4.700767987,23.64774894,11.61843713,4.424514348,22.12123654,8.79193559,3.36350559,16.69451336,10.42629062,3.942132688,20.07878068
2008,35,LRI,12.37685995,4.707771341,23.57242453,11.60645605,4.429350966,22.0381402,8.766839397,3.360715101,16.60022778,10.39577021,3.941669712,19.97314833
2009,35,LRI,12.15309782,4.629176356,23.12216537,11.45101386,4.376806036,21.71721401,8.679893391,3.336049084,16.40300162,10.22404297,3.891503412,19.57160205
2010,35,LRI,12.22932934,4.643896415,23.37540979,11.57297078,4.411326082,22.04703082,8.89320415,3.411054896,16.86902498,10.48373077,3.976614988,20.14754338
2011,35,LRI,10.85636667,4.064998327,20.96541136,10.27944252,3.862075663,19.79094834,7.887917584,2.981676681,15.12379629,9.342044049,3.49961066,18.1352838
2012,35,LRI,11.59467959,4.329179223,22.36347246,10.97879791,4.110815501,21.11837905,8.428679872,3.174152902,16.15058158,9.991192682,3.736180569,19.35678637
2013,35,LRI,11.50899385,4.306905997,22.18942121,10.91802747,4.096614171,20.99688537,8.386950333,3.166331272,16.06080669,9.923235665,3.723996176,19.18964382
2014,35,LRI,11.16436589,4.113450887,21.71284077,10.63652514,3.930132353,20.63084317,8.238067029,3.06395125,15.9077492,9.740638478,3.602489436,18.97697989
2015,35,LRI,11.89487741,4.365966216,23.16267594,11.40219764,4.195773723,22.15867479,8.832066032,3.2691949,17.10346483,10.31325567,3.790605648,20.14636215
2016,35,LRI,11.04824387,4.018833444,21.64843996,10.61501927,3.870217023,20.76161086,8.238476669,3.020536597,16.06130002,9.606078021,3.496914855,18.89256603
2000,40,LRI,15.80151403,5.907472606,31.08250912,14.24185007,5.340874306,27.93326194,9.923479125,3.739057112,19.40399699,13.08975721,4.884052234,25.92117342
2001,40,LRI,16.61260521,6.190945869,32.63817867,14.95941899,5.591572582,29.30532641,10.38780618,3.903166314,20.27869963,13.70835068,5.094493928,27.09355502
2002,40,LRI,17.09796245,6.458499126,33.18742217,15.40731256,5.836893915,29.82126105,10.75609859,4.097497951,20.73991748,14.21862785,5.357270245,27.74654259
2003,40,LRI,17.61532623,6.664700568,34.03448423,15.88111145,6.026326701,30.59794729,11.09639834,4.233058857,21.30168176,14.67135316,5.544128044,28.50585021
2004,40,LRI,17.43324833,6.51084009,33.902795,15.69267477,5.876629743,30.4401454,10.89443893,4.100646505,21.06575444,14.39974804,5.357582726,28.17462642
2005,40,LRI,18.80371225,7.1366274,35.98846606,16.95076848,6.452401846,32.35609471,12.04075476,4.610421966,22.89382612,15.98616636,6.059008144,30.73493416
2006,40,LRI,19.07239191,7.310321396,36.17464018,17.19655221,6.614862048,32.50413255,12.35358738,4.777512254,23.26933734,16.46777686,6.296785793,31.38608252
2007,40,LRI,17.34551665,6.478134479,33.6100005,15.57268667,5.836952091,30.07625489,11.07808871,4.172961892,21.3323591,14.80838225,5.505921194,28.91208321
2008,40,LRI,17.27221718,6.449289899,33.35950911,15.50271678,5.810787161,29.84687619,11.01600173,4.148666778,21.15382925,14.71592348,5.473352961,28.67327072
2009,40,LRI,17.01227754,6.372162912,32.76817476,15.36271317,5.777326689,29.48954709,10.94220622,4.139395532,20.93570057,14.5127028,5.43493117,28.16264559
2010,40,LRI,17.14694144,6.382196461,33.14264631,15.54277063,5.811237635,29.93419219,11.21506356,4.220910008,21.51820813,14.89990773,5.54035397,28.97889483
2011,40,LRI,15.26435205,5.601993359,29.88731071,13.833117,5.095989455,26.99665797,9.971424155,3.697979616,19.38225612,13.27491285,4.877188909,26.17868799
2012,40,LRI,16.26434306,5.950266757,31.89535891,14.74228965,5.410212764,28.8216576,10.61916888,3.922947929,20.67715207,14.14332254,5.180176176,27.87379731
2013,40,LRI,16.095792,5.897910516,31.53871318,14.62419418,5.373109995,28.5698926,10.535577,3.898284834,20.48613359,13.99185092,5.13672911,27.54183573
2014,40,LRI,15.71910495,5.691609267,30.99639102,14.34837565,5.210562894,28.20536946,10.4219382,3.812844385,20.38526367,13.83125294,5.019940647,27.34790733
2015,40,LRI,16.80947371,6.055548064,33.12788729,15.47842487,5.591887978,30.42977922,11.20514705,4.075568441,21.93232465,14.7304497,5.311161021,29.14618521
2016,40,LRI,15.56501744,5.557505018,30.93696869,14.37152542,5.14484952,28.50018851,10.42540072,3.756242229,20.59385865,13.67449168,4.883843544,27.2767572
2000,45,LRI,23.03863737,8.718632501,44.49251826,19.67667002,7.466949971,37.88176927,19.4538592,7.42100653,37.33841139,19.27055013,7.261739409,37.51641618
2001,45,LRI,24.23924759,9.16150275,46.71290844,20.69569174,7.844489637,39.76316903,20.39715675,7.774743977,39.05223012,20.20761884,7.60236575,39.24426611
2002,45,LRI,24.87601144,9.535184125,47.35482962,21.26118091,8.17295847,40.36006747,21.10494811,8.159327428,39.90778837,20.9224744,7.998110276,40.0795572
2003,45,LRI,25.57518068,9.829208429,48.57278658,21.88714036,8.435020442,41.45022056,21.75217025,8.430165896,41.02336568,21.58195386,8.256886456,41.24939334
2004,45,LRI,25.43521053,9.642001715,48.76240211,21.74268246,8.262571493,41.57573179,21.47400635,8.202724431,40.92310001,21.26733856,8.01391383,41.11353145
2005,45,LRI,27.54536648,10.58749991,52.10538955,23.51634796,9.062366367,44.37547369,23.78502135,9.22223509,44.68284664,23.68059937,9.07293234,45.08288994
2006,45,LRI,27.98833566,10.87165474,52.5254989,23.85783303,9.299737027,44.6164566,24.47770688,9.593346343,45.61570742,24.38879538,9.447858218,46.09688703
2007,45,LRI,25.45128086,9.645051389,48.87566947,21.59197314,8.210830552,41.31728377,21.94002066,8.383189641,41.8628532,21.92257853,8.259867004,42.49701311
2008,45,LRI,25.44019099,9.630653881,48.64831107,21.58251145,8.199117806,41.12569083,21.91011699,8.363473976,41.62518629,21.88764652,8.220497276,42.26949674
2009,45,LRI,25.08724203,9.522347695,47.67689807,21.44269973,8.169444863,40.59597247,21.7847011,8.34826862,41.09074697,21.59479194,8.164200225,41.37220461
2010,45,LRI,25.41126183,9.584081941,48.4971833,21.7986955,8.255082647,41.44428318,22.42673623,8.54511606,42.46801571,22.26312729,8.384036414,42.83103448
2011,45,LRI,22.95977327,8.531959501,44.29071307,19.67689735,7.33670583,37.83722541,20.2521512,7.602008017,38.78135371,20.1024599,7.446777193,39.11208293
2012,45,LRI,24.34693936,9.032708504,46.74464472,20.88066364,7.767875464,39.97420052,21.46901347,8.043357256,40.9256966,21.27076477,7.884489634,41.15155495
2013,45,LRI,24.00741028,8.940655374,46.10737053,20.65792987,7.711011384,39.57376865,21.20900104,7.977868424,40.42972344,20.99345346,7.80689244,40.59484358
2014,45,LRI,23.49899701,8.646222707,45.51224798,20.30922129,7.491984825,39.22840285,21.0209836,7.815860184,40.40296646,20.74581323,7.631551672,40.39641357
2015,45,LRI,25.31067436,9.298364888,48.78010888,22.13637905,8.152847423,42.57220047,22.78213763,8.452196065,43.6185953,22.37965676,8.212960603,43.35934778
2016,45,LRI,23.32347672,8.488202945,45.41159984,20.44913281,7.458785219,39.73303201,21.06332382,7.735845089,40.76063259,20.62159763,7.488807361,40.39604926
2000,50,LRI,38.009146,14.30407474,73.98242116,30.34888007,11.45102663,58.86595612,26.2977802,9.974324128,50.89228018,29.60317446,11.06745352,58.16780994
2001,50,LRI,40.07117966,15.04689805,77.81511135,32.00721014,12.05016505,61.93942099,27.62916401,10.45999507,53.31974378,31.16791285,11.62182524,61.08967847
2002,50,LRI,41.18397352,15.62758279,78.91698271,32.9487066,12.53330245,62.93537189,28.65347979,10.96492159,54.55591389,32.2944853,12.20715066,62.51134352
2003,50,LRI,42.49089891,16.18716378,81.02323925,34.07974021,13.01233932,64.778967,29.74411852,11.42867034,56.33905235,33.51700277,12.72149112,64.45572922
2004,50,LRI,42.25907982,15.851437,81.29362811,33.91182929,12.74450771,65.05978083,29.38296035,11.10666105,56.20608208,33.04534599,12.32574792,64.20512989
2005,50,LRI,45.00936887,17.13392588,85.59582346,36.00320492,13.7356531,68.31420379,32.1070426,12.32798122,60.65927908,36.22939235,13.72403789,69.47231911
2006,50,LRI,45.87175105,17.57300742,86.45928228,36.60250167,14.07073127,68.73091252,33.13731089,12.81230846,62.02136597,37.37569386,14.26966421,71.01809264
2007,50,LRI,41.9588694,15.7140494,80.4984708,33.33617106,12.52931515,63.7345251,29.89227571,11.28903124,57.0105492,33.77348764,12.56843437,65.57745392
2008,50,LRI,42.32736869,15.87780411,80.94334823,33.64255249,12.66436097,64.10821419,30.17695327,11.41657767,57.36500372,34.07814721,12.69007418,65.86262676
2009,50,LRI,42.04695021,15.84846885,79.77757814,33.68979225,12.74418565,63.69059694,30.15163508,11.48128844,56.81647688,33.83103113,12.71225261,64.81319323
2010,50,LRI,42.29605355,15.87529833,80.57157413,34.01834175,12.81697204,64.56788802,30.88698653,11.70988767,58.41984627,34.6838066,12.95747269,66.74453638
2011,50,LRI,38.89876267,14.43063797,74.92818239,31.25365499,11.62724676,60.01339925,28.38097096,10.63122169,54.29101532,31.87241833,11.76198796,61.97327805
2012,50,LRI,41.61499822,15.40055977,79.92108017,33.47619117,12.41446931,64.09835904,30.35283613,11.33541795,57.91668873,33.92858699,12.50937767,65.7349082
2013,50,LRI,40.65663892,15.08111759,78.03924602,32.83996924,12.20173719,62.86999485,29.76630398,11.14419707,56.73790935,33.28035477,12.29647789,64.32775878
2014,50,LRI,39.7293111,14.53979147,76.90350617,32.21957391,11.81576249,62.18847433,29.3618318,10.85294868,56.42205751,32.74352125,11.95135703,63.81390872
2015,50,LRI,43.07848701,15.76783638,82.69139808,35.43279675,12.99446488,67.86392631,32.1502512,11.88185719,61.31360436,35.66939626,13.01843499,69.04059703
2016,50,LRI,39.55637662,14.34327196,76.84553642,32.60910315,11.84439802,63.20741832,29.56463116,10.81518676,57.08422088,32.74051731,11.79789489,64.07655047
2000,55,LRI,61.6432239,23.42069388,117.2069628,45.11046344,17.17317408,85.51547053,50.45366185,19.33600068,95.37054609,44.62952129,16.81050645,85.93165507
2001,55,LRI,64.6516679,24.47383264,122.8669708,47.38146668,17.97625512,89.75183446,52.91996481,20.22584702,99.87933481,46.73342684,17.55286474,89.95880215
2002,55,LRI,65.71363234,25.10614824,123.4872324,48.28782775,18.49074324,90.44413542,54.31379065,20.95332341,101.3482661,47.99427003,18.23015864,91.11304714
2003,55,LRI,67.75783155,26.07576423,126.1497626,49.94832245,19.26117185,92.69057226,56.31097134,21.88131881,104.1001307,49.69781882,19.01311984,93.50116471
2004,55,LRI,67.72677411,25.6644738,127.3163649,50.00215549,18.97981705,93.70193994,55.96264176,21.39860926,104.4939354,49.28402948,18.54353745,93.80471767
2005,55,LRI,71.10298266,27.31018425,131.9746537,52.16423209,20.08752774,96.60721917,60.42027629,23.43919821,111.3438323,53.30473683,20.30701088,99.88703724
2006,55,LRI,72.91971714,28.26606287,134.3686738,53.34263345,20.75253225,97.90066453,62.69852961,24.56079017,114.6297154,55.19989628,21.28479335,102.6543071
2007,55,LRI,67.26317825,25.57687062,125.9135647,49.00761319,18.70098513,91.40932514,57.12954083,21.92486526,106.2341004,50.36980378,18.96727311,95.53247163
2008,55,LRI,68.71902824,26.22305796,128.0445999,50.11496445,19.18906842,93.05474444,58.47185214,22.51477205,108.2402918,51.39678948,19.45119175,97.05153258
2009,55,LRI,68.44169992,26.15245828,127.0140694,50.35518573,19.3090953,93.07503679,58.62423115,22.6377287,107.9426279,51.30646652,19.49661378,96.25947166
2010,55,LRI,67.82485402,25.78263935,126.9290061,50.11593187,19.12210661,93.39329769,59.14504511,22.72473737,109.7807353,51.81741607,19.56619717,98.12902059
2011,55,LRI,62.85180925,23.67219263,118.4020339,46.3841805,17.51903126,87.05894169,54.80122072,20.85485538,102.4127636,47.8695122,17.92163652,91.34115645
2012,55,LRI,67.60226083,25.39519531,126.8360441,50.01112426,18.82651739,93.48630232,58.9054733,22.36007691,109.6229424,51.34433628,19.13507504,97.26109096
2013,55,LRI,65.92512764,24.81454562,123.689619,49.01416893,18.48134817,91.66571164,57.7431174,21.96758002,107.4173537,50.19177361,18.80350995,95.1802969
2014,55,LRI,64.60624357,24.00768064,122.0754888,48.2281483,17.96046681,90.82595123,57.14996365,21.48386297,107.006681,49.56730614,18.36709495,94.53721092
2015,55,LRI,70.60280947,26.40693519,132.3615069,53.56986411,20.07660472,100.1961528,63.16795426,23.89165936,117.4292546,54.71751274,20.37110237,103.4513393
2016,55,LRI,64.96767095,24.04078712,123.2745386,49.39989261,18.31205703,93.53503127,58.10999666,21.72212336,109.4143802,50.25674297,18.47047071,96.14971895
2000,60,LRI,120.6539938,46.01276826,225.7231539,78.1146412,29.84133386,145.796662,81.70408782,31.43085387,152.0414562,71.32997936,26.83507789,135.8942068
2001,60,LRI,124.8162601,47.5504767,233.5381054,81.08749251,30.95999509,151.3420907,84.4604689,32.47573129,157.1049057,73.65781766,27.71304006,140.592134
2002,60,LRI,125.1969691,47.94187992,232.0309713,81.75981299,31.38013464,151.1880541,85.80251009,33.18271547,158.0375439,74.83990064,28.31875911,141.2643454
2003,60,LRI,129.9511718,50.09987704,238.1948741,85.04868195,32.85726986,155.55395,89.73137229,34.93654383,163.4696917,78.10384755,29.78577289,145.6320534
2004,60,LRI,130.5410616,49.65418672,240.1447941,85.60073695,32.62543699,157.2158844,89.64576629,34.41582397,164.0470588,77.81527049,29.20654925,145.8213357
2005,60,LRI,133.3768285,51.15970889,243.5962781,86.99145682,33.49478263,158.6604329,94.32537375,36.56682779,171.2074987,81.88090343,31.01736028,152.0568188
2006,60,LRI,134.2853453,51.94213325,243.9360625,87.45905218,34.01042646,158.3253741,96.41907579,37.73215726,173.9564737,83.35163704,31.92211957,153.9631224
2007,60,LRI,123.4657638,46.94096845,227.2817167,80.19137585,30.64074663,147.1502998,87.6992019,33.67993412,160.4738247,76.02071696,28.49189984,143.2391358
2008,60,LRI,126.4116671,48.43573911,231.2577776,82.22950109,31.6585776,149.9329872,89.972795,34.82723708,163.6060151,77.73144833,29.49703835,145.6133233
2009,60,LRI,125.8535875,48.32584339,230.1253848,82.7071279,31.91077419,150.6385941,90.15015922,35.00904553,163.6088595,77.58827354,29.51809919,144.642579
2010,60,LRI,123.9187104,47.21481994,229.0753257,81.81812617,31.32527603,150.5923914,90.47041323,34.8585805,165.8990585,78.10974909,29.40245425,146.7852697
2011,60,LRI,115.9215444,43.80483508,215.6825175,76.51941201,29.029334,141.816556,84.55896368,32.28889533,156.153124,72.70583978,27.16923099,138.1361914
2012,60,LRI,125.5879648,47.42827562,232.6373678,83.27065041,31.55136816,153.6181509,91.84094354,35.05222197,168.7740316,78.57920376,29.33979666,148.1041879
2013,60,LRI,122.071328,46.2285013,225.728499,81.52054608,30.96168191,150.2086074,89.82390137,34.3766233,164.7305676,76.74477724,28.76643942,144.3983841
2014,60,LRI,118.2473961,44.24700298,220.9053755,79.32191419,29.77446716,147.5977173,87.85347958,33.24733868,162.6768472,74.93220686,27.80118356,141.9645427
2015,60,LRI,130.4378618,49.39452351,240.7783763,89.01810132,33.78559171,163.9169014,98.17583873,37.57180296,179.7915065,83.65999481,31.38563131,157.1216516
2016,60,LRI,119.4159869,44.67302835,223.2154989,81.71881333,30.62999076,152.3982754,90.22081333,34.07446869,167.4153243,76.50200277,28.29702345,145.3998443
2000,65,LRI,216.2959009,79.88622404,401.2640935,122.3424371,45.4686751,226.3012703,106.710803,39.91174335,196.9067018,100.8784742,36.67178814,191.3940201
2001,65,LRI,221.9549333,82.0646039,411.0361743,125.9999377,46.91469624,232.6075064,109.158169,40.91597572,200.8608626,103.8709169,37.73419886,195.7259374
2002,65,LRI,222.497054,82.76142943,409.5553677,127.0634134,47.59569204,233.1121198,111.224382,41.93656982,203.3859974,105.0664016,38.48869882,197.7199166
2003,65,LRI,231.6484969,86.78272419,421.6019066,132.4928923,49.99981839,240.3992093,116.2991282,44.24766365,210.2816049,110.0315141,40.71064895,205.4259182
2004,65,LRI,228.7491483,84.82697197,419.2961516,131.5497601,49.11431977,240.4510096,114.5907964,43.05681064,208.8696017,107.6490681,39.3761823,202.6510233
2005,65,LRI,228.539223,85.79378563,416.8699588,130.7209731,49.46959961,237.8710114,118.6840992,45.13223988,214.9801126,111.457654,41.2878977,208.100165
2006,65,LRI,230.5924857,87.30823553,416.6439169,131.731952,50.37341916,236.9820147,121.0923312,46.54731118,217.1632033,113.716152,42.58561284,209.9305733
2007,65,LRI,212.9410813,79.4349756,388.8019276,121.3871971,45.71646208,220.7909056,110.7486537,41.87803038,200.8786345,104.1577161,38.22283529,194.8435947
2008,65,LRI,219.0259028,82.38538899,397.1881002,125.1524232,47.50985419,226.0316965,114.3584912,43.58984606,205.9771127,107.3771491,39.67817307,200.1063097
2009,65,LRI,217.6682585,82.26957463,395.3073954,125.7581809,47.98237818,227.2894835,114.2725054,43.83993198,205.8459578,106.8463099,39.82334521,198.6809241
2010,65,LRI,210.9979088,78.94138831,387.99609,122.496981,46.26152013,224.1046121,113.2474517,42.97933754,206.5097454,105.8392896,38.9343327,198.8480869
2011,65,LRI,198.2498163,73.8515057,367.5929679,115.1532343,43.27472067,212.4303479,106.2494241,40.13340002,195.366734,99.23508287,36.41976069,188.6005229
2012,65,LRI,213.8918174,80.16195119,395.4088304,124.9917014,47.21448382,229.7559004,115.1956154,43.75743937,211.0902253,107.0427487,39.63181599,203.0805815
2013,65,LRI,206.7273132,77.40832551,383.1030108,121.8578487,45.94983065,224.5984083,112.093744,42.51917535,205.8323082,104.0499874,38.48058065,197.3770257
2014,65,LRI,200.622427,74.13340922,375.790129,118.8441347,44.23463884,221.3912786,109.6387263,41.08839613,203.4500321,101.6465727,37.22368853,194.8900059
2015,65,LRI,222.9921221,83.47045252,411.5862447,134.4704875,50.65255749,247.3030425,124.1579841,47.09658584,227.1959803,114.5461156,42.4194936,217.4687842
2016,65,LRI,204.5391031,75.67787522,382.1491592,123.7521006,46.04907846,230.4656935,113.7898683,42.59909257,211.0126387,104.8302038,38.34352948,201.5619227
2000,70,LRI,396.5783166,145.7146372,726.0612202,191.2998659,70.96154675,349.2818031,158.990711,59.1256172,289.241984,146.363541,52.534124,276.8636435
2001,70,LRI,402.2511803,147.7395637,737.2212807,195.2688799,72.48096041,356.7539556,161.7079389,60.17261676,294.3272213,149.3462025,53.53535534,282.0878462
2002,70,LRI,404.6997577,149.8139205,738.8201023,197.7932068,73.95860111,359.7814967,165.1001065,61.92210418,299.2311308,152.1865505,55.05591017,284.9515936
2003,70,LRI,423.7343633,157.9668327,761.7565321,207.3017487,78.12673424,371.5664107,173.409435,65.64989164,309.5686467,159.522363,58.73463836,294.4231821
2004,70,LRI,419.0518087,154.5613895,757.5815405,205.8401575,76.78479234,370.9305813,171.1323721,63.88661348,307.5604849,157.8729633,56.7740742,289.6149017
2005,70,LRI,418.4701367,157.0444964,750.83349,204.7910265,77.62957365,366.4606979,176.378931,67.04831151,314.2123171,161.6693164,59.40645091,298.0656547
2006,70,LRI,422.7139242,160.7153866,754.786747,206.9875355,79.5932928,367.8264541,181.4648949,69.90573016,321.4334945,165.3000433,61.84146788,303.1114715
2007,70,LRI,385.4813342,144.0385673,696.2460025,188.6456773,71.2210538,339.1978518,164.0412242,61.99145954,294.2200758,149.8700343,54.94752548,278.829979
2008,70,LRI,394.7889835,149.3342893,707.8870914,193.9475152,74.05204864,346.0906917,168.8642434,64.57045046,300.6244338,154.3961693,57.14396289,284.0129742
2009,70,LRI,394.4606012,149.5878769,708.4521014,196.0919476,75.0851358,350.252546,169.4067204,65.06738272,301.615643,154.0912716,57.59298709,284.5279846
2010,70,LRI,378.8720868,142.0852284,687.43414,189.287435,71.61179548,341.5255247,165.8461332,62.88759078,298.2940781,151.1054684,55.68602988,283.6752513
2011,70,LRI,357.4882427,132.9622153,653.2606969,178.8999148,67.10637389,325.0872061,156.6598695,58.92085698,283.7753367,143.0534748,52.1416708,270.3783518
2012,70,LRI,393.169665,147.0847148,715.2210149,198.1978788,74.75907119,358.3442116,172.7512999,65.36392406,311.4528944,156.7482857,57.75410477,294.2973165
2013,70,LRI,379.0640997,141.2948102,692.7205917,193.0773665,72.50161013,350.8672863,168.2071345,63.40253834,304.60542,152.6144179,55.9630408,286.6549746
2014,70,LRI,367.2233046,135.0416352,681.1756607,188.0730461,69.69187803,346.7657705,164.4212651,61.2143753,302.1627265,148.5187409,53.85028289,284.6867673
2015,70,LRI,410.6243449,154.0188238,751.303628,214.0460489,80.85039498,389.7948533,187.267927,71.09342636,339.5320124,169.5368301,62.54273002,320.6790639
2016,70,LRI,374.9627647,138.4034038,693.6643282,196.2598839,72.94043894,361.513209,171.2953379,63.92798412,314.374044,154.8163074,55.93658776,295.8723006
2000,75,LRI,687.4457244,254.5665702,1236.625339,274.6027022,103.042474,492.4374242,182.1712617,68.34864076,325.9999613,191.2565762,68.90956354,355.4798015
2001,75,LRI,694.3743234,256.8931857,1252.649924,279.3339588,104.8470307,502.2014017,184.4913071,69.32649707,330.728517,194.0386886,70.38195658,365.7731292
2002,75,LRI,690.9873249,258.8307575,1239.853188,280.9510822,106.4712375,502.5545056,185.9001097,70.65387302,331.4394499,195.8547856,72.77509406,367.5794894
2003,75,LRI,720.824075,272.1601677,1270.130333,293.5786258,112.2174938,516.2035324,196.112066,75.22337268,343.4807301,206.546425,77.21704885,378.380068
2004,75,LRI,706.8766536,263.9550525,1255.487725,289.3878097,109.5080847,512.7399452,190.6646024,72.24925538,336.803472,200.8640568,73.82241192,371.2648156
2005,75,LRI,713.3336622,270.4455153,1260.214438,289.8524611,111.2604387,510.7958231,198.486286,76.36566759,348.3330329,211.6416866,78.1283156,384.1641607
